id,url,title,parkCode,description,category,relatedRoadEvents,lastIndexedDate,Road_Closure_LLM,Road_Closure_RegEx
CE11E9EC-A028-491A-A07C-C1C14B636C07,,What to Expect During Government Funding Lapse,amch,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
C5F112E7-537B-4417-A5AA-429BA4DBA22C,,What to Expect During Government Funding Lapse,bibe,"The following [amenities, areas, trails, overlooks, visitors centers, or facilities] are not currently open or accessible at this time: all park visitor centers and both entrance stations. Day and overnight river use is only available through a commercial outfitter.",Park Closure,[],2025-10-10 00:00:00.0,no,no
F5303895-E819-4E77-B484-2C7EFE3110FA,,What to Expect During Government Funding Lapse,mima,"The following facilities are not currently open or accessible at this time: All visitor centers, buildings and restroom facilities, North Bridge Visitor Center (off Liberty Street), Wayside, Meriams Corner, Brooks Village, Hartwell Tavern, Paul Revere Capture Site, Minute Man Visitor Center, Fiske Hill (at Wood St.), Fiske Hill (at State Route 2A).",Park Closure,[],2025-10-10 00:00:00.0,no,no
8F86B397-592D-4A12-981C-D8A0197C7787,,What to Expect During Government Funding Lapse,mima,"In general, other areas within this park remain as accessible as possible. Trails remain open and accessible by foot and by bike. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
DA83A684-EA72-434E-8E50-2D0B90AFF820,,What to Expect During Government Funding Lapse,rich,The following Richmond National Battlefield Park visitor centers at are not currently open or accessible at this time: Chimborazo Medical Museum and Cold Harbor visitor Center.,Park Closure,[],2025-10-10 00:00:00.0,no,no
045EBCE5-1D17-4492-A5D3-9B33D24EB3D0,,What to Expect During Government Funding Lapse,bibe,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
92893B6B-7FBA-408D-B61F-C547BC592F74,,Zion Human History Museum and Kolob Canyons Visitor Center Not Open,zion,The following visitor centers or facilities are not currently open or accessible at this time: Zion Human History Museum and Kolob Canyons Visitor Center.,Park Closure,[],2025-10-10 00:00:00.0,no,no
E9B0BE6E-C005-418A-8734-4C90BCBFE632,,What to Expect During Government Funding Lapse,bith,"The following [amenities, areas, trails, overlooks, visitors centers, or facilities] are not currently open or accessible at this time: the Big Thicket Visitor Center. All events are cancelled.",Park Closure,[],2025-10-10 00:00:00.0,no,no
788AC135-B45D-446F-BFD1-768F67071829,,What to Expect During Government Funding Lapse,nabr,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
D0FE35B0-4103-458D-89B2-30359B582D9D,,What to Expect During Government Funding Lapse,bith,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
835FF2A8-D00B-4764-A6E9-CED70A1698B5,,What to Expect During Government Funding Lapse,hove,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
AC80104A-E806-47CC-A99F-643F126FB149,,What to Expect During Government Funding Lapse,cana,"The Apollo Boat Ramp and backcountry campsites on Mosquito Lagoon, and the walking trail at Seminole Rest are open and accessible to the public. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
326C5576-4D5B-4BA5-AC86-DFB6AE75D317,,What to Expect During Government Funding Lapse,cana,The following districts are not currently open or accessible at this time: Apollo and Playalinda.,Park Closure,[],2025-10-10 00:00:00.0,no,no
02732778-ED40-4F48-A006-9DE02560F4D9,https://www.doi.gov/shutdown,What to Expect During Government Funding Lapse,cech,The following facilities are not currently open or accessible at this time: César E. Chávez National Monument Visitor Center and restrooms.,Park Closure,[],2025-10-10 00:00:00.0,no,no
FF6973BD-73CE-4D63-8CAB-4BC6E78FCE6D,,What to Expect During Government Funding Lapse,havo,The Kahuku unit is not currently open or accessible at this time.,Park Closure,[],2025-10-10 00:00:00.0,no,no
945FE05C-56DD-4361-AB7E-0ADC1C3CBA14,https://www.nps.govwww.nps.gov/vall/planyourvisit/conditions.htm,Government Shutdown Operations Status,vall,"During the federal government shutdown, we will continue to share critical information about park access, safety, and resources. Some services may be limited. Please click the link for status of park operations.",Information,[],2025-10-10 00:00:00.0,no,no
B327CFF9-63FC-4A04-BA09-A6D9626637C2,,What to Expect During Government Funding Lapse,zion,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
D9770505-90C7-487F-8CA4-639B156373AD,,The following are not currently accessible at this time:,stri,"The visitor center and restrooms are closed. The main tour road, visitor center parking lot, Redoubt Brannan, McFadden Farm/Tour Stop 6, and Stones River National Cemetery are closed to vehicles.",Park Closure,[],2025-10-10 00:00:00.0,yes,yes
3AB12B2F-7C46-4EFF-BF4B-B431F4FB2C81,,North Entrance Road and Rim Drive are CLOSED for the Season,crla,"Due to an incoming snowstorm, the North Entrance Road and Rim Drive are CLOSED for the season. Highway 62 through the park remains open as does the road to Rim Village. If you are traveling to the park this weekend, please be prepared for snowy and icy roads.",Park Closure,"[{'title': 'North Entrance Road and Rim Drive are CLOSED for the Season', 'id': '3AB12B2F-7C46-4EFF-BF4B-B431F4FB2C81', 'type': 'roadevent', 'url': 'https://www.nps.gov/crla/planyourvisit/conditions.htm'}]",2025-10-10 00:00:00.0,yes,yes
87E0E9AE-CD90-4E32-9282-31D0DBFC485C,,What to Expect During Government Funding Lapse,para,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
99A2E33E-4B85-45E3-B0C1-400B5E9C04CE,,What to Expect During Government Funding Lapse,havo,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
0B40FFC3-EE72-4A6D-B28D-C9DE2D45CA73,,What to Expect During Government Funding Lapse,labe,"In general, areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
7812A3BB-7AE3-444E-A691-5BAC20D5C8C2,,What to Expect During Government Funding Lapse,cech,"In general, other areas within this park remain as accessible as possible, including the Memorial Garden and gravesites and the Garden of the Southwest. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
0EA2D540-D1AB-4606-8161-7B11A3F34A6C,,What to Expect During Government Funding Lapse,lecl,"The following facilities are not currently open or accessible at this time: the Lewis and Clark National Historic Trail Visitor Center in Omaha, Nebraska.",Park Closure,[],2025-10-10 00:00:00.0,no,no
F5B74414-80F4-49F2-B29B-B0790B02FD47,,What to Expect During Government Funding Lapse,stri,"There are currently no amenities or services available due to the lapse in government funding. In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
9444532C-FB52-42F2-956C-E475C5CF73FB,,Delays on Wawona Road (continuation of Highway 41),yose,Expect delays on Wawona Road between Yosemite Valley and Wawona from Sundays at 11 pm through Fridays at 4:30 pm until approximately mid-November.,Information,"[{'title': 'Wawona Road Delays', 'id': '9444532C-FB52-42F2-956C-E475C5CF73FB', 'type': 'roadevent', 'url': 'https://www.nps.gov/yose/planyourvisit/conditions.htm'}]",2025-10-10 00:00:00.0,yes,yes
E4A97334-B4D9-4266-B0D4-A0A77902AC86,,What to Expect During Government Funding Lapse,buff,The following facilities are not currently open or accessible at this time: Tyler Bend Visitor Center and Buffalo Point Ranger Station.,Park Closure,[],2025-10-10 00:00:00.0,no,no
32871624-0517-4F1F-A79A-A87CE95233AC,,What to Expect During Government Funding Lapse,buff,"In general, other areas within this park remain as accessible as possible. All campgrounds within Buffalo National River remain open. All reservations through recreation.gov will be honored, and amenities will be available within the campgrounds. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
FDB73AF4-5E59-45AB-9737-4204F6BFB620,,What to Expect During Government Funding Lapse,pore,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable, visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
A74758CF-3000-49AF-A69E-9E1AEC8DDF28,,What to Expect During Government Funding Lapse,pore,"The following visitor centers are not currently open at this time: Bear Valley Visitor Center, Lighthouse Visitor Center, Kenneth C. Patrick Visitor Center. The stairs down to the Point Reyes Lighthouse are not currently open or accessible at this time.",Park Closure,[],2025-10-10 00:00:00.0,no,no
1F0FEEB2-B9D0-4DC4-ACDD-B4FEFED243B9,,What to Expect During Government Funding Lapse,para,The Interagency Public Lands Center is not currently open or accessible at this time.,Park Closure,[],2025-10-10 00:00:00.0,no,no
2A961324-194D-453D-97FD-DFA3ADFA7E2D,,What to Expect During Government Funding Lapse,hosp,The following amenities are not currently open or accessible at this time: Fordyce Bathhouse Visitor Center and Happy Hollow and Whittington Springs.,Park Closure,[],2025-10-10 00:00:00.0,no,no
41312A49-EA66-46F7-ADED-07842965684F,,What to Expect During Government Funding Lapse,hosp,"In general, other areas within this park remain as accessible as possible, including the private businesses operating on Bathhouse Row and the Hot Springs Mountain Tower. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
51BA23ED-A066-4C9B-9051-E303EB08BFC7,,Park is open and accessible,ever,"In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
F3475500-786E-481D-A92C-2AD0F6ECE2DE,,Visitor Centers closed at Shark Valley and Flamingo,ever,The Shark Valley Visitor Center and the Guy Bradley Visitor Center (Flamingo) are not currently open or accessible at this time.,Park Closure,[],2025-10-10 00:00:00.0,no,no
5727E94B-F99E-4948-ABF4-5E94856A3142,,Dyea Campground and Townsite are Accessible to the Public,klgo,"In general, outdoor areas within this park remain as accessible as possible, including the historic townsite of Dyea and the Dyea Campground. Visitors should be aware that while some services are unavailable, visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-10 00:00:00.0,no,no
AB97F8D6-D1B7-4642-826D-87C1D4E8943E,https://www.recreation.gov/,Preservation Work on the USS Arizona Memorial is Complete,valr,The preservation work on the USS Arizona Memorial is complete. Advanced tickets can be purchased via recreation.gov for November 1st and beyond. Advanced tickets are unavailable for October 2025. Please use our in-person standby system to visit the USS Arizona Memorial during October 2025.,Information,[],2025-10-10 00:00:00.0,no,no
D1F6AB47-2D6E-458F-A5B0-6FF757ADD543,https://www.nps.gov/jotr/planyourvisit/park-status-during-2025-lapse.htm,Facility status due to lapse in federal appropriations,jotr,"All visitor centers are open. Headquarters offices are closed. For more information and updates, see the link below.",Park Closure,[],2025-10-09 00:00:00.0,no,no
3584A3AA-842B-430F-9CE7-97A63AE3A943,,Vicksburg National Military Park is OPEN,vick,"Vicksburg National Military Park is OPEN during the current lapse of appropriations due to donations from the Friends of Vicksburg NMP and Campaign. The tour road, Visitor Center, and USS Cairo Museum will be open for normal business hours during this period. Please check this website and park social media for any updates.",Park Closure,[],2025-10-09 00:00:00.0,no,no
C213E402-79E1-48A4-9B76-C33A247C8395,,National Cemetery Closed to Vehicles; Open to Pedestrians,vick,"Due to weather related incidents, Vicksburg National Cemetery is closed to vehicular traffic, however it is open to pedestrians. Visitor can park in the adjacent USS Cairo parking lot and walk into the cemetery.",Park Closure,[],2025-10-09 00:00:00.0,yes,yes
A6EDA210-4EDE-4A7F-9000-E6BBFB95BDCE,,Louisiana Circle Closed,vick,Louisiana Circle is closed to vehicles and pedestrians due to slope instability. Navy Circle is open and also provides views of the Mississippi River.,Park Closure,[],2025-10-09 00:00:00.0,yes,no
4B83BC5D-44BD-45AA-8CB9-FC13457A95AF,,Park Closed,grfa,"Great Falls Park, Virginia is closed. There is limited cell phone service at the site, and the park is not staffed. Parking is prohibited along Old Dominion Drive.",Park Closure,[],2025-10-09 00:00:00.0,yes,yes
5D772986-F9CD-4A5A-967D-989EAB175422,,What to Expect During Government Funding Lapse,vafo,"Please see park closure alert for facilities or amenities that are closed or inaccessible at this time. The following facilities are open and available: Main parking lot restrooms, Betzwood area restrooms, Wilson Road parking lot restrooms. In general, other areas within this park remain as accessible as possible. Visitors should be aware that while some services are unavailable visitors are expected to protect park resources by following all regulations and “Leave No Trace” practices.",Information,[],2025-10-09 00:00:00.0,no,yes
E7C8A8D4-9B34-48B9-A35D-9116E790A954,,What to Expect During Government Funding Lapse,vafo,"During the government funding lapse the following are not open or accessible at this time: Valley Forge Visitor Center, Valley Forge theatre, Wayne's Woods restrooms, Washington's Headquarters, Washington's Headquarters restrooms, Varnum's Picnic Area restrooms",Park Closure,[],2025-10-09 00:00:00.0,no,no
31355126-BD15-4D8D-A808-AC3FD21ACF11,https://www.nps.gov/colm/learn/nature/fire-safety.htm,Year-round Fire Restrictions in Effect,colm,Smoking is prohibited except within an enclosed vehicle. Fireworks and wood fires are always prohibited. Charcoal fires allowed in designated grills. Visit our Fire Safety page for more info.,Caution,[],2025-10-09 00:00:00.0,no,no
98CB65BD-C200-47D3-A9FD-B3B452B9DC5D,https://www.nps.gov/grsa/planyourvisit/medano-pass-road.htm,Medano Pass Primitive Road Impassible to Most Vehicles at Crossing Two,grsa,Driving the Medano Primitive Road is NOT ADVISED at this time. Erosion and deep mud near the second creek crossing are making the road impassible to most vehicles. There have been many instances the area is blocked by a stuck vehicle. All vehicle operators will be responsible for their own vehicle recovery and could incur significant expense from third party towing/recovery operators.,Caution,[],2025-10-07 00:00:00.0,yes,no
A652BAA3-2986-45C4-AB35-2B55746869DB,,Sunrise Road closed for the winter season; typically opens early July.,mora,"Sunrise Road in the northeast corner of the park remains closed, estimated to open for the season in early July.",Park Closure,"[{'title': 'Sunrise Road closed for the winter. ', 'id': 'A652BAA3-2986-45C4-AB35-2B55746869DB', 'type': 'roadevent', 'url': 'https://www.nps.gov/mora/planyourvisit/conditions.htm'}]",2025-10-06 00:00:00.0,yes,yes
8BF8CDFB-F44F-46E8-95C7-C3258C155B79,,Vehicle Reservations Required for Cadillac Summit Road,acad,Cadillac Summit Road vehicle reservations are required during the federal government shutdown.,Information,[],2025-10-05 00:00:00.0,no,no
9D6A5CF5-CE10-426D-A2B0-9A05F54327CB,,Eastern National Park Store at Hulls Cove Visitor Center,acad,"Starting October 4, Eastern National will operate their park store at Hulls Cove Visitor Center throughout the federal government shutdown. National Park Service rangers will not staff Hulls Cove Visitor Center due to the federal government shutdown until further notice.",Information,[],2025-10-03 00:00:00.0,no,no
ACEB4A74-CC60-4A0D-9D7A-067657CFE34B,https://www.nps.gov/goga/planyourvisit/park-status-during-2025-lapse.htm,Some park sites closed due to lapse in federal appropriations,goga,"Many areas of GGNRA are partially or fully closed. For a complete list, see the link below.",Park Closure,[],2025-10-03 00:00:00.0,no,no
83FCF166-F81F-4492-A1D1-3013CD2A09D3,https://www.nps.gov/grsm/planyourvisit/conditions.htm,Park Headquarters Road closed,grsm,Park Headquarters Road is closed due to rehabilitation work on the Sugarlands water and wastewater systems. The Gatlinburg Trail is now fully open. Visitors can access the trail from Gatlinburg or the Sugarlands Visitor Center.,Park Closure,"[{'title': 'Park Headquarters Road closed', 'id': '83FCF166-F81F-4492-A1D1-3013CD2A09D3', 'type': 'roadevent', 'url': 'https://www.nps.gov/grsm/planyourvisit/conditions.htm'}]",2025-10-03 00:00:00.0,yes,yes
ADB74044-4F38-4E26-AD6F-88F4BCCA1F20,https://www.nps.gov/grba/planyourvisit/current-projects.htm,"Lehman Caves Closure - October 20, 2025 to Spring 2026",grba,"Lehman Caves and the Lehman Caves Visitor Center will close to the public on October 20, as work begins on a six-month, $5.8 million project to replace the cave’s 48-year-old, failing electric lights. Project completion is planned for late spring 2026. The rest of Great Basin National Park remains open.",Park Closure,[],2025-10-02 00:00:00.0,no,no
7E107FC6-BE16-4C88-9422-BFC818087067,https://www.recreation.gov/permits/4675316,Backcountry Areas Open - Permits MUST Be Printed BEFORE Entering Park.,grsa,"Due to the current government shutdown, park staff will not be available to print out backcountry permits. Users MUST bring printed permit to display in vehicles for overnight parking. Permits available at Recreation.gov",Information,[],2025-10-02 00:00:00.0,no,no
0245D2F9-2B67-45B5-83E4-591ABC3A0F67,,Operating Status Update,sahi,"Park grounds, trails, parking lots, roads, picnic area and outdoor restrooms at Sagamore Hill are open.",Information,[],2025-10-02 00:00:00.0,no,no
A3454786-B60A-4B7E-8218-B2AFA40FC09B,https://www.nps.gov/goga/learn/nature/hawk-hill-visitor-improvement-project.htm,Temporary Closure at Hawk Hill for Phase 3 of Site Improvement Project,goga,Portions of hilltop will be closed while workers rehabilitate the Battery Commander Station and improve site conditions. Work is expected to be completed in October 2025. See project webpage for map and more info. Orange area on map shows closed area.,Information,[],2025-10-02 00:00:00.0,no,no
72638ED6-CF7E-4D2A-B26C-081741FF6DA2,,No Water at Hosmer Campground,hale,"As of September 30, 2025, water at Hosmer Campground in the Summit District is shutoff due to a waterline break. Water is available 24-hours at Headquarters Visitor Center one mile up the road. At this point we don't have an estimate for when repairs will be complete.",Caution,[],2025-10-02 00:00:00.0,no,no
5E1D13A7-79E3-49F0-A6CB-CB0EE1471B3C,,Changes to 2025 fire restrictions,laro,"Fires will be allowed in park-provided fire rings and barbeque boxes beginning 12:01 am, October 3, 2025.",Caution,[],2025-10-01 00:00:00.0,no,no
0405E7D3-415A-4822-B29E-DA72AA7E1304,https://www.nps.gov/rocr/planyourvisit/conditions.htm,Update: P Street Northwest Ramp to Rock Creek and Potomac Parkway,rocr,"On or about October 2, the P Street Northwest Ramp to Rock Creek and Potomac Parkway will reopen to traffic.",Information,[],2025-10-01 00:00:00.0,no,no
8A0B13EA-1E6E-4881-8C31-6778E48F721D,https://www.nps.gov/mora/planyourvisit/park-construction.htm#SR-123-Closure,SR 123 is open with intermittent single-lane access.,mora,"Major construction on SR 123 has been completed. The road is now open to through traffic with one lane available, while asphalt paving and striping work continue. Expect up to 30-minute delays.",Information,"[{'title': 'SR123 Closure', 'id': '8A0B13EA-1E6E-4881-8C31-6778E48F721D', 'type': 'roadevent', 'url': 'https://www.nps.gov/mora/planyourvisit/conditions.htm'}]",2025-10-01 00:00:00.0,yes,yes
38FA34A7-A6BB-4914-B0E5-91E11F736C4F,,Hunt registration delayed,cuis,Hunt registration opening for 2025-2026 will be announced once the government reopens. Monitor our website and facebook page for updates.,Information,[],2025-10-01 00:00:00.0,no,no
9FE7BEAE-ED8E-4C84-A6BD-14EE7CC4632F,,Ferry not operating as of 10/1/25,cuis,The Cumberland Island Ferry is not operating and the mainland facilities are closed.,Park Closure,[],2025-10-01 00:00:00.0,no,no
D143C837-28F0-4759-B604-8DB084276532,https://www.nps.gov/elma/planyourvisit/driving-to-big-tubes.htm,NPS 300 Road Conditions,elma,"NPS 300 to Big Tubes has not been evaluated since the most recent rainstorms. A high clearance, four-wheel drive vehicle is recommended.",Caution,[],2025-10-01 00:00:00.0,no,no
538C3EF9-C082-4F4B-A9BF-54F717367588,,Seasonal Closure: Gap Cave & Skylight Cave,cuga,Gap and Skylight Caves are closed for the season; access and tours are unavailable. Please check official channels for updates on reopening.,Information,[],2025-10-01 00:00:00.0,no,no
36590B99-15D6-447E-B75A-0ED2129EA1A4,,Beach safety closure in place from Buxton Village to near Ramp 43,caha,The entire beachfront from the north end of the village of Buxton to near ORV ramp 43 is closed to public entry due to damages to dozens of houses and associated septic systems caused by coastal storm impacts.,Park Closure,[],2025-10-01 00:00:00.0,no,no
3396D6D3-5F44-4532-B48B-42A629991493,https://www.nps.gov/grca/planyourvisit/grand-canyon-national-park-public-health-update.htm,What's Closed and What's Open on South Rim,grca,Visit this link for a list of the available visitor services in Grand Canyon Village and at Desert View.,Park Closure,[],2025-10-01 00:00:00.0,no,no
24BE21EF-18AF-4FB7-998A-E84EAF92995E,https://www.nps.gov/grca/northrimstatus.htm,North Rim Status and Inner Canyon Closures,grca,"Follow the link for today's North Rim status and current closures. ADDITIONAL CLOSURES: South Kaibab Trail below the Tipoff, Phantom Ranch and North Kaibab Trail.",Park Closure,[],2025-10-01 00:00:00.0,no,no
2CF15EBC-0800-4DF3-8179-B1579B6D4F57,https://www.nps.gov/grca/planyourvisit/key-messages.htm,Critical Backcountry Updates/Closures,grca,"Visit the link for the inner canyon weather forecast, today's heat risk and drinking water availability.",Park Closure,[],2025-10-01 00:00:00.0,no,no
54BD315C-6564-4BA3-BE21-A27EA46D7F4B,,Rockefeller Hall closed,acad,The National Park Service has closed Rockefeller Hall due to the federal government shutdown until further notice.,Park Closure,[],2025-10-01 00:00:00.0,no,no
9CE241B4-AB56-4B04-81FB-3DF33870032D,,Sieur de Monts Nature Center closed,acad,The National Park Service has closed Sieur de Monts Nature Center due to the federal government shutdown until further notice.,Park Closure,[],2025-10-01 00:00:00.0,no,no
A3206816-F751-494A-A8C8-3A2027656038,,"Cochran Shoals - Interstate North Men's Restroom Closed Wednesday, 10/1",chat,"The men's restroom at Cochran Shoals - Interstate North will be closed for repairs on Wednesday, October 1, 2025.",Information,[],2025-09-30 00:00:00.0,no,no
2E19898F-D1DB-4352-9996-53225CBD3628,,Visitor Center Restroom Closure 09/30/2025,flni,The restrooms adjacent to the Visitor Center are closed for maintenance and repair. Portalets are available adjacent to the parking lot near the bus drop off. The Memorial Plaza restrooms remain open.,Information,[],2025-09-30 00:00:00.0,no,yes
9D047BC4-DC86-4A9D-AF1E-8299D40C6A71,https://www.nps.gov/noca/planyourvisit/road-conditions.htm,Cascade River Road Closure due to Road Conditions,noca,Cascade River Road is closed to vehicles at milepost 20 (Eldorado parking lot) three miles before the trailhead. Foot and bicycle traffic is permitted beyond the gate.,Park Closure,[],2025-09-30 00:00:00.0,yes,yes
0EBAC395-1B4F-43EE-B58B-DB07DB142E16,https://www.nps.gov/nace/learn/management/public-notice-keaq-parkinglot.htm,"Kenilworth Aquatic Gardens Parking Lot Closed until December 31, 2025",keaq,"Kenilworth Aquatic Gardens main entrance and parking lot will remain closed until December 31, 2025, at 11:59 pm. Visitors may enter through the gate at Anacostia Ave NE and Douglas St NE. Street parking is available.",Park Closure,[],2025-09-30 00:00:00.0,yes,yes
F43C6435-4C08-4DF8-B1DD-C92B68C9E805,,Jenny Lake Lakeshore Trail Reroute,grte,"The Jenny Lake Boat Dock Bridge is under construction, and the trail has been temporarily rerouted. Temporary reroutes will be in place until October 23rd. Maps and directional signage will be posted in the area of the reroute to guide you along the trail during construction. Jenny Lake Boating is closed for the season.",Information,[],2025-09-30 00:00:00.0,no,yes
A1AF6922-BA1A-4F82-80F5-665B364E1346,https://www.nps.gov/glca/learn/news/lpp.htm,Beware of Harmful Algal Blooms,glca,Harmful Algal Blooms with the presence of cyanotoxins have been found in multiple areas at Lake Powell in concentrations that are at the high end of safe exposure levels. Use caution and avoid unnecessary exposure to reservoir water if recreating.,Caution,[],2025-09-30 00:00:00.0,no,no
BE7256F7-5FE4-4022-A99E-06E6BF6D6E52,,Faneuil Hall Great Hall - Elevator Out of Service,bost,"The elevator in Faneuil Hall is temporarily out of service. We hope to have it fixed as soon as possible. If you have any questions, or if you need access to bathrooms, please inform one of the on-site Rangers or call 617-429-6760.",Information,[],2025-09-30 00:00:00.0,no,no
3CB2C9D0-ED84-4758-94D9-7BB11469EC7F,,Gulf Coast canoe/kayak launch,ever,"Alternate launch sites for backcountry access include the Rod & Gun Club, Outdoor Resorts of Chokoloskee, and Chokoloskee Island Park and Marina. Fees at these sites vary. For more information on tours and local conditions, call (786) 758-0635.",Information,[],2025-09-30 00:00:00.0,no,no
36736D3B-B300-4DD0-B546-67C6374A7E1B,,Beach safety closure in place in northern Rodanthe,caha,"Due to the presence of threatened oceanfront structures, the beach in the village of Rodanthe, from East Point Drive south for approximately 0.15 miles to Surfside Drive, is closed.",Park Closure,[],2025-09-29 00:00:00.0,no,yes
0E31ECDE-AF77-4BA3-9005-C064906DCBB6,https://www.nps.gov/romo/planyourvisit/hiking.htm,Temporary Trail Closure Impacting Access to Dream Lake & Emerald Lake,romo,"Beginning today, September 29 through Thursday, October 2, and again Monday, October 6 through Thursday, October 9, trail access to Dream Lake and Emerald Lake will be closed to all uses for a bridge replacement project. Dream Lake & Emerald Lake will not be accessible during this closure. This popular trail section will reopen Friday through Sunday (Oct 3 through Oct 5) and close again on Monday, Oct 6. All other trails in the Bear Lake area will remain open, including access to Lake Haiyaha.",Park Closure,[],2025-09-29 00:00:00.0,no,yes
32D952FE-69A1-422A-BD2B-D3D00CF05EE1,,Preservation Work at Mission Concepción Church,saan,"The church facade at Mission Concepción is receiving some preservation work stabilizing deteriorated masonry, removal of cement-based mortars and more. Access to the site and church remains open.",Information,[],2025-09-29 00:00:00.0,no,no
11465413-C4F3-441C-BFF9-BEB55AB9052D,,Be City Smart: Take precautions to secure your vehicle and valuables.,petr,This is an urban park. Don't hide valuables inside your car. Carry items with you on hike. Lock your vehicle and set car alarm. Report suspicious persons loitering/peeking in cars. Call 928-638-7805,Caution,[],2025-09-29 00:00:00.0,no,no
6EC20CC5-4731-4E02-BDE1-AC5330C09182,,Oct 3-5: Temporary Lane Closure on Rock Creek and Potomac Parkway,rocr,"From Friday, Oct. 3 at 8 pm until Sunday, Oct. 5 at 8 pm, the right southbound lane of Rock Creek and Potomac Parkway will be closed between P Street NW and Pennsylvania Avenue NW to allow DC Water to conduct repair work.",Information,[],2025-09-29 00:00:00.0,yes,yes
3032989A-A3CF-4ED8-B80F-FB84A828D76B,,"Oct 3-5: Temporary Closure of Multi-Use Trail, P St to Pennsylvania Ave.",rocr,"From Friday, Oct. 3 at 8 pm until Sunday, Oct. 5 at 8 pm, the multi-use trail between P Street NW and Pennsylvania Avenue NW will be closed for DC Water to conduct repair work. During the closure, please follow the signs which indicate a detour route.",Information,[],2025-09-29 00:00:00.0,no,yes
B500783E-4014-4447-A7A0-5EED9674D710,https://www.nps.gov/bith/planyourvisit/safety.htm,Hunting Season Underway: Sep 27 to Feb 28,bith,"Hunting is allowed in the following units: Big Sandy Creek, Beech Creek, Lance Rosier, Beaumont, Neches Bottom & Jack Gore Baygall. People entering those units should wear orange. Most hiking trails are NOT in hunting zones (exception: Big Sandy Trail).",Caution,[],2025-09-29 00:00:00.0,no,no
0F3957FA-F885-4795-83DE-CE214FB511BA,,Temporary Closure of Petroglyph Boardwalk,kaho,"We will be working to replace the petroglyph boardwalk beginning on October 27th, 2025, through February 1st, 2026. During this time, the boardwalk will be closed for renovations.",Information,[],2025-09-29 00:00:00.0,no,no
3E4B8C08-23A0-4F40-B290-53BB4959E6CD,https://www.nps.gov/shen/planyourvisit/alert-system.htm,Get Skyline Drive Status Updates,shen,"Sign up for Shenandoah Alerts by texting SHENALERTS to 888777. Any time there are closures, re-openings, or other important safety-related alerts, subscribers will receive a notification via text. You may unsubscribe at any time.",Information,[],2025-09-29 00:00:00.0,no,no
