id,url,title,parkCode,description,category,relatedRoadEvents,lastIndexedDate
BF786513-04CA-4234-8A9F-A3581363D747,https://www.nps.gov/olym/planyourvisit/current-road-conditions.htm,North Shore Quinault Road Open Effective 9/13/25,olym,The North Shore Quinault Rd is now open to single lane traffic. Graves Creek and North Fork areas are now accessible. The South Shore Rd remains closed outside of park boundary. See alert.,Information,[],2025-09-13 00:00:00.0
4D18B12B-E625-4D7C-825A-C779A6EACCA5,https://www.co.jefferson.wa.us/CivicAlerts.aspx?AID=1478,South Shore Quinault Road Closed Outside of Park Boundary,olym,South Shore Road – which is maintained by Jefferson County – is closed due to a major wash-out. The Graves Creek and North Fork Trailheads and Campgrounds can be reached via N Shore Rd.,Information,[],2025-09-13 00:00:00.0
0927C7D3-61A1-406F-B115-5881E53D05CC,,Alcove House Closures,band,"Ladder replacement work has begun on the Alcove House. Temporary closures will be in effect, check with Visitor Center Staff for up-to-date information. Trail access to the Alcove House and beyond to Frijoles Canyon will remain open with temporary delays.",Park Closure,[],2025-09-12 00:00:00.0
10941525-9761-47FE-B4E7-D9E141F4DF0C,https://www.recreation.gov/ticket/facility/10088103,Cave Tour Reservations,jeca,Advance cave tour reservations up until October 31st are available. Book ahead. Reservations full? Choose a day to come early to the park as close to opening as possible to purchase a same day cave tour ticket at the park.,Information,[],2025-09-12 00:00:00.0
08FD4C32-0851-4EFD-811E-FF9740E965FB,https://www.nps.gov/dena/planyourvisit/shoulder-season.htm,Road Open To: Mile 30 (Teklanika River),dena,"The Denali Park Road is open to Mile 30, Teklanika River. Please stay alert for heavy equipment traveling on the park road.",Information,[],2025-09-12 00:00:00.0
A5DD72E9-30A8-4605-BAF2-F019B7F72023,,Trails Not Maintained During Winter,rira,Trails at River Raisin National Battlefield Park are not maintained during winter months. Please use caution.,Caution,[],2025-09-12 00:00:00.0
7AC60BAF-D4C0-4CDD-A83A-F5FA059FA1AC,https://www.michigan.gov/dnr/things-to-do/hunting/hunting-season-calendar,Fall Hunting Seasons,slbe,"Michigan has many designated hunting seasons for different animals. Several of these hunting seasons overlap and begin mid-September. Hunting is permitted within Sleeping Bear Dunes National Lakeshore in accordance with Michigan state laws and regulations. Hunting is not permitted within 450 feet of popular sites within the park, which are listed in the Superintendent's Compendium. Wearing brightly colored clothing is recommended for visitors.",Information,[],2025-09-12 00:00:00.0
F5ED1868-7AAB-4BB5-AB7F-5198A5B9B747,,New Park Hours,puhe,"Starting October 5, 2025, the new hours of operation at Puʻukoholā Heiau National Historic Site will be 8:30am –4:30pm. The parking lot gate will close at 4:00pm.",Information,[],2025-09-11 00:00:00.0
3021E1EE-9EBB-4A37-9F34-524CD317DB20,https://www.leesburgva.gov/departments/capital-projects/current-projects/parks-recreation-projects/veterans-park-at-balls-bluff,"Trail Closure at Veterans Park at Balls Bluff (Leesburg, Virginia)",pohe,"Veterans Park in Leesburg, Virginia, is closed for park improvements. All trails in the park are closed until Spring 2026.",Park Closure,[],2025-09-11 00:00:00.0
FFF97498-A5ED-466F-BFCB-912093BFBE2D,https://www.nps.gov/olym/planyourvisit/fire-conditions-and-updates.htm,Wildland Fire near Constance Pass Trail,olym,"On September 6, Olympic Interagency Fire crews discovered a lightning-caused fire start approximately 0.5 miles southeast of the Sunnybrook Wilderness Campsite in Olympic National Park. The fire – now named the Sunnybrook Meadow Fire - currently covers 1/10 of an acre in the Daniel J. Evans Wilderness. There are no closures or threats to public safety or infrastructure at this time.",Caution,[],2025-09-11 00:00:00.0
7DEB7CE1-F94B-4A57-BC28-889CAE174A54,https://www.nps.gov/seki/planyourvisit/road-construction.htm,Mineral King Road Experiencing Construction Closures and Delays Except on Sundays,seki,"A portion of Mineral King Road inside Sequoia National Park is under construction. There is a mixture of up-to-30-minute delays and closures from 7 am to 7 pm Monday through Saturday. No delays or closures on Sundays or holidays. Click ""more"" for details:",Park Closure,"[{'title': 'Mineral King Road Construction', 'id': '7DEB7CE1-F94B-4A57-BC28-889CAE174A54', 'type': 'roadevent', 'url': 'https://www.nps.gov/seki/planyourvisit/conditions.htm'}]",2025-09-11 00:00:00.0
EF614A2C-8A9A-4188-AED2-768723DD55A3,https://www.nps.gov/seki/planyourvisit/road-conditions.htm,A Few Small Roads Closed Due to Roadway Damage,seki,"These roads are closed due to roadway damage during past storm events and/or repairs to roadway damage: Middle Fork Rd, Redwood Canyon Rd, South Fork Rd, Crystal Cave Rd",Park Closure,"[{'title': 'Road Closures Related to Road Damage From and/or Repairs Of Past Storm Events', 'id': 'EF614A2C-8A9A-4188-AED2-768723DD55A3', 'type': 'roadevent', 'url': 'https://www.nps.gov/seki/planyourvisit/conditions.htm'}]",2025-09-11 00:00:00.0
A79675F3-3319-4234-9D68-5C3A6235E47D,,Increased Logging Activity on Swift Brook Road,kaww,"Logging trucks and other large machinery will be active on Swift Brook Road for an undetermined amount of time. Please use caution when driving. Always pull over for logging trucks, and wait until dust has cleared to continue moving.",Caution,[],2025-09-11 00:00:00.0
82CEFAEC-8FEF-4A9F-AE73-6B010CE1AC6B,https://www.nps.gov/cato/planyourvisit/foxfield-deerfield-and-park-central-road-work-2025.htm,Catoctin Mountain Park announces upcoming closures on Foxville Deerfield and Park Central roads,cato,"Beginning Monday, August 11 through the end of October, portions of Foxville Deerfield and Park Central roads will be under construction. At times access will be limited or restricted. Click ""More"" for updated status and closure information.",Park Closure,[],2025-09-11 00:00:00.0
46FBB388-12CE-4D18-8CAD-A447A979E6E6,https://www.nps.gov/kaww/hunting.htm,Hunting Season Begins August 23rd,kaww,"Hunting season is upon us! Please stay alert and be mindful of the rights of lawful hunters. Hunting is permitted only East of the East Branch of the Penobscot River, but it is advised to wear high visibility clothing on all monument land.",Caution,[],2025-09-11 00:00:00.0
C820F649-7E2E-4E1B-88D1-CA2392E67F1D,,Homestead Closure,anjo,"Until further notice the historic Andrew Johnson Homestead is closed to public access, this includes guided tours and education programs.",Park Closure,[],2025-09-11 00:00:00.0
566FD123-18E3-4EC2-9ACD-279039711C63,,Phone Outage,biho,"Our site is experiencing connectivity issues with our phone system, and we are unable to receive calls. Please call 9-1-1 for emergencies. For all other inquiries, please email biho_visitor_information@nps.gov for a quicker response. Thank you for your patience while we resolve this issue.",Information,[],2025-09-11 00:00:00.0
D92DD8F9-0926-4D69-862F-AADA89A1C965,,Katahdin Overlook Construction Closure,kaww,The Katahdin Overlook is currently closed for construction. Visitors are not permitted in the overlook area due to construction hazards. All other locations on the Loop Road are accessible.,Park Closure,[],2025-09-11 00:00:00.0
2B0445F7-FB1E-43C4-83D0-325C60CEE428,,Temporary Closure of the Beaver Jim Villines' Boyhood Home,buff,"Beginning September 11, 2025, a temporary closure will be established for the Beaver Jim Villines' Boyhood Home to include the parking area along Highway 43. This area is across from the Ponca Access Road. The closure will remain in effect through October 10 to allow for construction at the site.",Park Closure,[],2025-09-10 00:00:00.0
BDA0DA92-BDDE-495E-A3CA-26EC77F84B33,,"Piñon Flats Campground, sites can be reserved 3 months in advance for 2026",grsa,"Due to the need for improvements in Piñon Flats Campground, sites can be reserved 3 months in advance beginning in 2026.",Information,[],2025-09-10 00:00:00.0
3B931474-C462-434D-A98C-A574CB797687,https://www.nps.gov/wica/planyourvisit/calendar.htm,"Elk Bugling Programs Begin September 8, 2025",wica,"Elk bugling programs will be held at 7:00 pm on Monday, Wednesday and Saturday each week beginning September 8th and run through October 4th. Meet a park ranger outside the visitor center before caravanning in your own vehicle to the listening spot.",Information,[],2025-09-10 00:00:00.0
E168ABFB-782F-41E2-949C-232B58C1582E,https://www.fs.usda.gov/r05/inyo/projects/reds-meadow-road-reconstruction,Reds Meadow Road Access Restrictions in 2025,depo,"Reds Meadow Road is tentatively open until October 6, 2025. The road and shuttle service, which provide access to Devils Postpile, are only open Saturdays and Sundays.",Park Closure,[],2025-09-09 15:38:11.0
F97715E8-41B4-41EF-99F4-07E84CFC2B4D,,Ongoing Construction in Boott Mills Courtyard,lowe,"The Boott Cotton Mills Museum will remain open during all ongoing courtyard construction. Due to varying conditions, visitors are advised to follow all directional signs to access the museum entrance safely.",Information,[],2025-09-09 13:00:15.0
D60C3159-C907-474C-8529-FAB572F7D37F,,Federal Highways Contractors will be mobilizing in the park on 9/10/2025 for two weeks.,petr,"Watch for construction crews, equipment, and changing traffic patterns. Obey posted signage and flagger instructions.  Reduced speed limits will be in effect near active work zones. Drive cautiously to protect workers and yourself. ",Caution,[],2025-09-09 12:12:46.0
E01B1839-2CA8-4413-A56B-2952BDB63695,,Raceway Bridge Closed For Preservation,blrv,The Raceway Bridge is being replaced through mid-November. Please use Roosevelt Avenue entrances to access the park.,Park Closure,[],2025-09-09 12:02:35.0
0E3FD295-3681-4DEA-8A3F-D1E0C3043CC7,,Yellow Jacket (Vespula) Wasp Activity,havo,"Be aware of aggressive ground-nesting yellowjacket wasps. When threatened, leave the area. Do not swat wasps. If stung and you begin to experience serious symptoms or allergic reactions, call 911.",Caution,[],2025-09-08 20:54:07.0
33F4F5BA-C2E7-4DE8-AE24-BC549BF2D715,https://www.nps.gov/olym/learn/news/mora-road-repair-will-require-single-lane-traffic-starting-on-september-9.htm,"Rialto Beach - Mora Road Repair Will Require Single-Lane Traffic, Up to 20-minute Delays",olym,"Starting on September 9, crews will stabilize and repair Mora Road - the road to Rialto Beach. The work will require single-lane traffic through the 0.25-mile work zone and may result in 20-minute delays.",Caution,[],2025-09-08 18:51:45.0
8A5D7467-9F35-4FB8-A035-AE9DA6039BA9,https://www.nps.gov/dino/learn/news/quarryexhibithallfall2025closure.htm,Quarry Exhibit Hall Temporary Closure - September 8 through late October,dino,"The Quarry Exhibit Hall ""Wall of Bones"" is temporarily closed from September 8, 2025, to late October 2025 for a major road, parking lot, and sidewalk construction project. There will be no visitor access to the fossils in the quarry when closed.",Park Closure,[],2025-09-08 13:46:44.0
DBE45374-38F4-40F8-8B3D-454FE310AE09,,"Site Closure Beginning July 8, 2024",edal,The Edgar Allan Poe National Historic Site remains closed for a utilities improvement project. Check back fall 2025 for a reopening date.,Park Closure,[],2025-09-08 12:26:42.0
A64F41B8-BC85-47B2-A30F-C767AADF4E0D,,9/5/2025 Evans Reopened,laro,"Effective immediately, Evans campground, day-use, group campsite, and boat launch are open to the public.",Information,[],2025-09-08 10:01:30.0
8A0B13EA-1E6E-4881-8C31-6778E48F721D,https://www.nps.gov/mora/planyourvisit/park-construction.htm#SR-123-Closure,SR 123 is closed to all through traffic from Stevens Canyon Rd to Cayuse Pass in September 2025,mora,"Due to construction, SR 123 will be closed Sept 2 - 30 to all vehicles, pedestrians, & bicyclists from Stevens Canyon Road to Cayuse Pass / SR 410. Stevens Canyon Entrance remains open. Expect detours of 3-4 hours.",Park Closure,"[{'title': 'SR123 Closure', 'id': '8A0B13EA-1E6E-4881-8C31-6778E48F721D', 'type': 'roadevent', 'url': 'https://www.nps.gov/mora/planyourvisit/conditions.htm'}]",2025-09-07 16:37:14.0
5768FC75-4AC2-4F5A-ABB3-E6317DCF4FB1,,Main Phone Line Out of Order,blsc,The Parks main phone line is currently out of service. The Visitor Center and Offices can be contacted at 432-426-3816 or 432-426-3094,Information,[],2025-09-07 10:22:41.0
A0CB4766-2462-4F2A-B1B7-1A0EE48E29E2,https://www.nps.gov/hofu/learn/historyculture/apple-orchard.htm,Apple Picking will not be Available for the 2025 Season.,hofu,"A limited yield was expected this year but as particular varieties approached their ideal ripeness, virtually no apples were present. Learn more about the historic orchard",Information,[],2025-09-05 16:15:25.0
22883896-50D9-496D-8AF5-6184DE3BA8F7,https://www.nps.gov/neri/learn/news/winter-closure-of-new-river-gorge-npp-s-cunard-road-for-improvements.htm,Cunard Road delays,neri,Cunard Road is open. There is a section of one lane road with a traffic light. Expect delays of 3 to 5 minutes to get by this area.,Information,[],2025-09-05 16:10:24.0
A9F67667-A5EB-47FE-9D06-62AA5CAE6C4C,https://www.nps.gov/petr/planyourvisit/directions.htm,"Attention Visitors, Cab drivers, Uber drivers, and transportation service drivers",petr,"DO NOT drop off your passengers at the visitor center. No trail access. Visitors must be driven to a trail system from the visitor center. If passengers want to go to the visitor center, WAIT FOR THEM in the parking lot until they come back out.",Information,[],2025-09-05 12:54:03.0
B7E27E4B-2BED-4ED9-AE13-02664EFD1499,https://www.nps.gov/vafo/learn/management/meadow-management.htm,Herbicide Spraying Throughout the Park - Stay Out of Flagged Areas,vafo,"During summer 2025, park staff and contracted and permitted companies will be applying herbicide treatments in selected locations throughout the park. Affected areas will be flagged. Do not enter areas when flagging is present.",Caution,[],2025-09-05 12:36:59.0
5F86638C-7225-4F77-AD08-02A5B7FCD055,,Bathrooms in Loop C Undergoing Repairs 9/9 - 10/3,colm,9/9 - 10/3: The main Loop C bathrooms will be closed from approx. 8 a.m. to 3 p.m. daily for repairs. The family/accessible bathroom nearby will remain open throughout the construction period.,Information,[],2025-09-05 12:20:25.0
2447DCCC-35CB-487A-9E1D-ABD719B80885,,Road Construction Continues on a Section of Brotherton Road in Chickamauga Battlefield,chch,"The Brotherton Road closure, between Alexander's Bridge and LaFayette Roads, remains in effect as rehabilitation continues. During the closure, all public traffic is prohibited from using the closed section.",Information,"[{'title': 'Closure of a Section of Brotherton Road in Chickamauga Battlefield', 'id': '2447DCCC-35CB-487A-9E1D-ABD719B80885', 'type': 'roadevent', 'url': 'https://www.nps.gov/chch/planyourvisit/conditions.htm'}]",2025-09-05 10:56:54.0
4F7206D9-5DC4-4248-96A7-0E7AE6236040,https://www.ccmwa.org/construction-projects,"Portions of Stilesboro Rd. Closed Starting on Monday, September 8, 2025",kemo,"Beginning on Monday, September 8, Stilesboro Rd. will be closed from Gilbert Road and Old Mountain Road to the park's Visitor Center entrance due to Cobb County utility work. The park's Visitor Center will only be accessible via Old Highway 41.",Park Closure,[],2025-09-04 16:19:49.0
B56AF7E8-9DED-4AD1-BD2D-5941656D8FE8,,Dungeness and Little Greyfield Beach Crossings Closed to Vehicles Due to High Water,cuis,Pedestrian traffic is still allowed. Be aware of flooding after storms at all beach crossings and use caution when accessing. Please stay on designated trails and roads.,Park Closure,[],2025-09-04 15:01:23.0
CAC59056-691F-4394-B6AC-D6451BAD4C10,,"For Visitor information or assistance, Call (334) 727-3200",tuin,"For visitor information or assistance at Tuskegee Institute National Historic Site, please call (334) 727-3200.For group reservations please call Sheryl Buchanan at (334) 421-3246.",Information,[],2025-09-04 14:52:08.0
E76D093C-BA71-4A21-9135-49DB27F09689,,Fire Danger VERY HIGH,pinn,Wood-burning fires and charcoal grills are prohibited. Propane and gas stoves allowed only in campground and picnic areas. No smoking on trail. No roadside parking. Fireworks are always prohibited.,Caution,[],2025-09-04 14:44:55.0
541C9CE8-6BE2-4BD8-9840-458E46C388CA,https://www.drytortugas.com/,Ferry Operations Update,drto,"From October 12-18, ferry service will be provided by the 'Big Cat' boat. From October 19-25, there will be no ferry service to the park. For questions, please contact the ferry operator.",Information,[],2025-09-04 11:51:24.0
C1C4CBBC-5BC3-4BB2-B271-3309542D73C3,https://www.nps.gov/laro/learn/nature/air-quality-information.htm,Regional Wildfires Affecting Air Quality,laro,"Regional wildfires have pushed areas of the park into the ""Unhealthy to Sensitive Groups"" category. Air quality can move into higher or lower categories as weather changes. Check current conditions before you visit.",Caution,[],2025-09-03 18:06:33.0
49C1CD8E-6FA1-49B8-A7CB-6D747B8F4AFA,,Patriots Point Ferries Currently Wheelchair Inaccessible,fosu,Ferries to Fort Sumter from Patriots Point are not currently accessible for individuals who use mobility assistance devices or have trouble navigating stairs. Visitors with these needs should depart from the Fort Sumter Visitor Center at Liberty Square.,Information,[],2025-09-03 11:21:08.0
2C08C579-754E-4774-8F68-DC9C90250DC9,https://www.nps.gov/valr/learn/news/advance-reservations-for-uss-arizona-memorial-will-pause-beginning-july-9-while-preservation-work-continues.htm,USS Arizona Memorial to be closed intermittently beginning September 3,valr,"Beginning September 3, the National Park Service and US Navy will be undertaking preservation work on the USS Arizona Memorial. This work will require closing the memorial intermittently, and advanced reservations are currently suspended.",Park Closure,[],2025-09-02 20:54:04.0
A6510056-6324-4177-8401-593921C0AB93,https://www.nps.gov/elro/planyourvisit/hours.htm,Val-Kill Cottage Tours,elro,"Val-Kill cottage will be closed for tours on Mondays, Tuesdays, and Wednesdays this season. The grounds remain open every day according to All Park Hours.",Information,[],2025-09-02 16:29:48.0
6CF73AE4-F968-444B-94BA-B2473EAA83B6,https://www.nps.gov/mora/planyourvisit/timed-entry-reservations.htm,Timed Entry Reservations required on weekends/holidays for the Sunrise Corridor ONLY in 2025.,mora,A timed entry reservation is required only for the Sunrise Corridor in the northeast corner of the park from 7 am to 5 pm on weekends & holidays from Sept 1 through end of the season (early- to mid-October).,Information,[],2025-09-02 12:00:41.0
11F13595-AA78-4C1D-A543-647D365AF447,,Logan Pass Plumbed Bathrooms Closure,glac,"Due to ongoing water shortages, all plumbed bathrooms at Logan Pass have been closed. Visitors can still access 17 portable bathrooms and 5 vault toilets until the Going-to-the-Sun Road is closed for the 2025 season. No potable drinking water is available",Park Closure,[],2025-09-02 11:30:42.0
C2BD7C77-A557-4862-BF42-406FAA4EE084,https://www.nps.gov/bith/learn/bookstore.htm,Park Store is Cashless,bith,The Western National Parks store accepts credit/debit cards and contactless/mobile payments only.,Information,[],2025-09-02 10:48:55.0
EE34B2DD-F8B5-4420-BCA0-BE8AC3947BAE,,Kayenta Trail Closed,zion,Kayenta trail will be closed through September for scheduled trail maintenance. Access to the Emerald Pools trails is available from the Zion Lodge shuttle stop.,Park Closure,[],2025-09-02 09:39:46.0
D78471CD-ABED-48B5-81C8-AB42770E2CF1,,Playground in Pine Grove Picnic Area Closed,prwi,"The park is improving accessibility at the playground in Pine Grove Picnic Area. During construction, until approximately the end of December 2025, the playground is closed and 10 nearby parking spaces will be used for construction vehicles only.",Information,[],2025-09-01 09:09:35.0
00D17BF6-9497-49EC-A3DD-93E797314EC3,,Winter Hours: 10:00 AM to 4:00 PM,thrb,"From Labor Day through Memorial Day, the Birthplace will be open from 10:00 AM to 4:00 PM. The tour schedule remains the same.",Information,[],2025-08-31 09:40:06.0
B8BFD4B0-F895-4D26-A5F4-48DD9E38BEC9,http://www.cumberlandislandferry.com,Scam Warning - Book ferry tickets through concessioner site only,cuis,Valid ferry tickets can only be purchased through the website www.cumberlandislandferry.com. Check site carefully before purchasing. Only valid tickets will be honored.,Caution,[],2025-08-30 17:00:28.0
DFB9BF8C-D72D-41BB-86B9-739E457E8084,,The campground closes for the season October 14 at noon.,deto,The campground will close for the season October 14 at 12:00 p.m. The last night to camp will be October 13. The campground will reopen for the season in mid-May.,Park Closure,[],2025-08-29 18:49:31.0
4F7A97F4-90C4-44BE-A2D0-B0B6C19E6AB4,https://www.nps.gov/zion/learn/news/zion-national-park-rescinds-stage-2-fire-restrictions-resumes-year-round-fire-restrictions.htm,Fire Restrictions Are In Effect Throughout Zion National Park,zion,Fire Restrictions are in effect throughout Zion National Park.,Information,[],2025-08-29 14:55:25.0
5A89674A-C9E2-41A4-8970-3EE2F8808D18,,Phone System Down,sahi,"We are currently experiencing an issue with our phone system. If you require information or assistance, please reach out to us via email. We appreciate your patience while we work on resolving this issue.",Park Closure,[],2025-08-29 14:24:28.0
0405E7D3-415A-4822-B29E-DA72AA7E1304,https://www.nps.gov/rocr/planyourvisit/conditions.htm,P Street Northwest Ramp to Rock Creek and Potomac Parkway is closed,rocr,The P Street Northwest Ramp to Rock Creek and Potomac Parkway is closed until further notice due to sinkholes on the ramp that may compromise the roadway. Drivers should seek alternate routes.,Park Closure,[],2025-08-28 15:27:40.0
AB1C8AA3-6423-497C-9E8B-85CFC6D58C8E,https://www.nps.gov/chir/planyourvisit/scenic-drive.htm,Vehicle Length & Trailer Restrictions,chir,No large vehicle turnaround after Faraway Ranch Parking (1 mile after entrance). Vehicles over 29 feet park at Faraway. Disconnect trailers at Faraway. Trailers with campground reservations proceed to camp. Scenic drive = 24 ft limit and no trailers.,Information,[],2025-08-28 14:13:31.0
9F1DF9D2-1ABA-4A34-ADC4-09781A1DE49F,https://www.nps.gov/drto/planyourvisit/bush-key.htm,Section of Bush Key is closed,drto,"A section of Bush Key is closed to support breeding and nesting activities of a colony of Magnificent Frigatebirds. The walk around the island is affected by this closure, however the walk from Garden Key to the tip of Bush Key remains open.",Park Closure,[],2025-08-28 11:57:57.0
1DE2D5FD-DA83-4235-B883-F6C17DEC7A2B,,Saving America's Treasures Project at Dunbar,daav,"The Paul Laurence Dunbar House will undergo a major exterior restoration starting 8/18. During that time tours of the historic home will be unavailable. The visitor center will remain open normal hours, and staff on site will lead short talks outdoors.",Information,[],2025-08-28 11:53:43.0
F5D011CA-0972-4570-AF95-A6383F052A04,,Dunbar House Restoration - Use Caution,daav,"The Paul Laurence Dunbar House will undergo an exterior restoration starting on 8/18/25. Construction will be focused outside of operating hours, but please use caution on the grounds and observe all construction signage and barriers during the project.",Caution,[],2025-08-28 11:51:47.0
478F35AB-327C-4904-8C74-77FC15A841B7,,Expect Long Waits at the Summit Entrance Station Before Sunset,hale,"Due to a high volume of traffic, cars may be temporarily turned around at the gate when capacity is reached. Purchasing a pass online does not guarantee entry at sunset. To ensure timely access, arrive 3 hours before sunset. ",Caution,[],2025-08-27 21:27:51.0
E5F3836C-7B40-4550-9650-4F50BF4CE491,https://www.nps.gov/mora/planyourvisit/carbon-river-and-mowich.htm,SR 165 Carbon River/Fairfax Bridge is closed: no access to Carbon River or Mowich Lake.,mora,"There is NO public access to Carbon River & Mowich Lake from SR 165. The bridge is closed to pedestrians, bicycles and vehicles and there is no alternate route.",Park Closure,"[{'title': 'SR165 Carbon River/Fairfax Bridge Closed', 'id': 'E5F3836C-7B40-4550-9650-4F50BF4CE491', 'type': 'roadevent', 'url': 'https://www.nps.gov/mora/planyourvisit/conditions.htm'}]",2025-08-27 18:42:33.0
29E544A6-CA95-495A-B046-0F57FAF9556C,https://www.nps.gov/mora/learn/management/index.htm#regulation-changes,Sunrise Service Road Closure,mora,"Effective July 14, 2025 until further notice, the eastern portion of the Sunrise Service Road (Sunrise area), access points at Wonderland Trail, Sunrise Parking Lot and Sunrise Picnic Area. Sunrise Road and Sunrise parking area both remain open.",Information,[],2025-08-27 17:44:21.0
F4516150-6075-4532-993B-24D74B5F3336,,Gauley Tailwaters Campground Closure,neri,"The Tailwaters Campground in Gauley River National Recreation Area, located below Summersville Dam, will temporarily close from September 2 through September 23 in order to allow for more parking and better river access during the busy Gauley season.",Information,[],2025-08-27 14:58:57.0
36590B99-15D6-447E-B75A-0ED2129EA1A4,https://www.nps.gov/caha/learn/news/cape-hatteras-national-seashore-resumes-normal-operations-august-24-2025.htm,Beach safety closure in place from Buxton Village to near Ramp 43,caha,The entire beachfront from the north end of the village of Buxton to near ORV ramp 43 is closed to public entry due to damages to dozens of houses and associated septic systems caused by wave action as Hurricane Erin passed along the coastline.,Park Closure,[],2025-08-27 10:28:47.0
A092CDB0-1947-42A4-A4A7-A4E1E8547E3E,,No Fruit Available in Orchards,care,"Due to an abnormally early spring bloom, followed by a hard freeze, this year's crop was lost. There is no fruit available to pick this year.",Information,[],2025-08-26 09:58:31.0
961C2734-E16C-43ED-9DD4-85F0FD978266,,Fort Barrancas,guis,"Fort Barrancas is open 9 am–4 pm on the fourth Friday of each month, with last entry to Fort Barrancas at 3:30 pm.",Information,[],2025-08-25 09:54:57.0
300AC8FA-4038-4140-995D-A289AE9A5488,,Picnic Area Closed Periodically,fone,"The road up to the picnic area and picnic area may be temporarily closed. Please be careful if going there. Please use caution when hiking near the closed areas. Please report any trees that you find down, and do not climb over or under fallen trees",Caution,[],2025-08-24 14:10:02.0
41CDC927-1CE9-46DC-8AEA-E17CD54A4D13,,No Pets are allowed on the Cliff Dwelling Trail,gicl,Pets are not allowed onto the Gila Cliff Dwelling Trail. Kennels are available at the Trailhead on a First Come First Serve basis and are available to those that are going on the Cliff Dwelling Trail not the Wilderness trails.,Information,[],2025-08-24 12:50:13.0
CB08E420-FB56-4BE7-80DC-528A42425043,,WNP Bookstore closed until further notice,gicl,The bookstore located at the Trailhead to the Cliff Dwellings will be closed until further notice.,Information,[],2025-08-24 12:47:55.0
DBF3802F-5BA4-4F64-B323-AEEA1DA45FB3,,Fort Moultrie Fishing Dock Closure,fosu,The Fort Moultrie Fishing Dock is currently under construction through Spring 2026.,Information,[],2025-08-24 10:32:48.0
9266159B-1FA7-4EF4-98B1-A728B7428EE8,,Blue Mesa Water Update,cure,As of 8/22 cyanotoxin levels were negative/below acceptable State of Colorado public health levels at Iola Basin. Cautionary signs will remain posted around Iola Basin on Blue Mesa Reservoir due to possible future reoccurrence as conditions may change.,Caution,[],2025-08-22 20:12:25.0
C3C1DE1E-4653-477F-A24F-7FFBD91322E9,,Alternate Entrance Gate to Mission San José,saan,The main visitor entrance to Mission San José compound is closed due to maintenance and repairs. Please follow signs to enter the mission from the Southwest corner gate by Roosevelt Ave. An accessible entrance is available through the church gate.,Information,[],2025-08-21 11:28:45.0
B14CA77E-7755-46EC-9D71-ACF3A70EEB9A,https://www.nps.gov/bibe/planyourvisit/chisos-basin-access.htm,"Pardon Our Dust: Chisos Basin Improvement Projects to Begin May 1, 2026",bibe,Work on two large construction projects in the Chisos Basin will begin in May 2026 and continue for approximately two years. Major disruptions in visitor access to the Chisos Basin are expected during this time. Big Bend National Park will remain OPEN.,Information,[],2025-08-20 19:20:40.0
E88C9F72-D884-4220-B47E-4A441CDD55D1,,Park Phone Lines Down Beginning 8/22/25,lowe,"Beginning Friday, August 22 the main park phone line (978-970-5000) and education program line (978-970-5080) will be out of service. If you have questions or request, please email LOWE_Public_Information@nps.gov.",Information,[],2025-08-20 16:49:01.0
3306D49D-7FCF-44B3-B91C-BF925E3E9F58,https://www.nps.gov/glca/learn/changing-lake-levels.htm,No dock access to Rainbow Bridge,rabr,"At current lake levels, Rainbow Bridge docks do not reach the land. Dock-to-trail access to Rainbow Bridge will not be available until water levels rise again. Restrooms at the dock will remain open. Check the link for current lake information.",Park Closure,[],2025-08-20 10:15:12.0
F8E9731A-DB73-4EF4-BFD2-7868FC8A64A3,,Main Phone Line is Down; Call Temporary Number 631-569-2099,fiis,Fire Island's main phone number (631-569-2100) is currently experiencing an outage. All callers to the Seashore's general line should call 631-569-2099 to reach the main directory. Dial 911 in an emergency.,Information,[],2025-08-19 11:21:05.0
0837CE1A-B3D8-451B-AD13-079267D218A4,,Tour Road Closed South of Route 36 at the Eastern Front,pete,The Tour Road south of Route 36 is closed to vehicles at the Eastern Front. Scheduled maintenance begins. Walkers and bicyclists must follow signs for detours around construction areas.,Park Closure,[],2025-08-19 10:00:11.0
00FF8CA4-A07E-41DD-9CDA-3C870C8980AC,,Temporary Visitor Contact Station at Andrew Johnson NHS.,anjo,"On August 23, the Andrew Johnson NHS Visitor Center will be closed for renovations. A temporary visitor contact station is located inside the Memorial Building adjacent to the visitor center. Renovation work is expected to take approximately 6 months.",Park Closure,[],2025-08-18 07:27:05.0
7FC77F61-701D-4AB6-90CB-267AB0210C34,https://forecast.weather.gov/MapClick.php?lon=-111.833&lat=34.612,Visiting During Monsoon Season (July-September),moca,All park trails are closed for 30 minutes following any lightning strikes five miles or less from the park. This includes Montezuma Well and the trail to see Montezuma Castle. Please check the forecast ahead of your visit.,Caution,[],2025-08-16 15:30:10.0
7DF5FB93-C5C1-41B0-86F7-A288D2B1DA93,https://www.nps.gov/nace/learn/management/public-notice-greenbelt-trail.htm,Perimeter Trail Closed,gree,"The section of the perimeter trail from the .8 mile marker to the 1.9 mile marker at Park Central Road is closed for repairs. This trail was closed under emergency conditions on July 22, 2025, and will remain closed until December 31, 2025, at 11:59 p.m.",Park Closure,[],2025-08-16 12:16:46.0
