id,url,title,park alpha,description,category,relatedRoadEvents,LastIndexedDate,road_closed_flag,Park Name,Type of Unit,State,Reg,Alpha,Unit
4E67E705-26D6-43DD-84A6-C460B62B1EA3,,County road through the Fort Heiman Unit is Closed to Vehicles Past the Pavilion,FODO,"Fort Heiman is located at 682 Fort Heiman Road, New Concord KY. Due to poor conditions of county roads, the County has posted the loop road closed to vehicles past the park pavilion. Pedestrian access is permitted.",Information,[],2024-02-09 12:46:13.0,1,Fort Donelson,National Battlefield,TN,SER,FODO,1.0
9D32AE52-BE98-4157-8E2C-0337F72EF8CA,https://www.nps.gov/laro/learn/news/public-review-and-comment-period-for-seven-bays-marina-rehabilitation-ea-revised.htm,Public Review and Comment Period for Seven Bays Marina Rehabilitation Environmental Assessment,LARO,"The National Park Service at Lake Roosevelt National Recreation Area announces the public comment period for the Seven Bays Marina Rehabilitation Environmental Assessment (EA) will open on February 9, 2024.",Information,[],2024-02-09 12:16:59.0,0,Lake Roosevelt,National Recreation Area,WA,PWR,LARO,1.0
9309C31D-93A3-49F1-81C3-9413C5EB832F,,The Site is Seasonally Closed,JOFI,"The site is seasonally closed until early June 2024. Tours by appointment can be made for Mondays - Fridays during the off-season with at least two weeks advance notice. For additional information, click on the info icon at the top of the page.",Park Closure,[],2024-02-09 10:01:00.0,0,John F Kennedy,National Historic Site,MA,NER,JOFI,1.0
383C1381-053C-4845-8A92-3EB2CECE737A,https://www.nps.gov/samo/learn/management/closure-order-solstice-canyon.htm,Solstice Canyon Closed due to Multiple Landslides,SAMO,Solstice Canyon will be closed until further notice due to multiple landslides caused by the storm.,Park Closure,[],2024-02-08 19:36:56.0,0,Santa Monica Mountains,National Recreation Area,CA,PWR,SAMO,1.0
508A0BC1-85B7-4CF6-95DD-B2AF5BB2AB2B,https://www.nps.gov/fosc/learn/photosmultimedia/360tours.htm,Park Buildings Temporarily Closed on Wednesdays & Thursdays,FOSC,"This closure only effects park buildings, the site is still open daily from 1/2 hour before sunrise until 1/2 hour after sunset. to visit the site virtually, follow the link at the bottom.",Park Closure,[],2024-02-08 15:37:28.0,0,Fort Scott,National Historic Site,KS,MWR,FOSC,1.0
830F3737-E25C-46D4-A3C3-327F76163565,https://www.nps.gov/grsm/planyourvisit/fees.htm,Most visitors need a parking tag,GRSM,"All vehicles parking for longer than 15 minutes require a parking tag. Three tag durations are available for purchase for all vehicle sizes and types: Daily ($5), Weekly ($15), or Annual ($40).",Information,[],2024-02-08 13:03:57.0,0,Great Smoky Mountains,National Park,"TN,NC",SER,GRSM,1.0
AAFA79C2-E35D-4198-AF7A-682157E544CD,https://www.nps.gov/grsm/planyourvisit/visitorcenters.htm,Winter visitor center hours in effect,GRSM,"Visitor centers at Sugarlands, Cades Cove, and Oconaluftee are open from 9 am-4:30 pm through February 29, 2024.",Information,[],2024-02-08 13:03:31.0,0,Great Smoky Mountains,National Park,"TN,NC",SER,GRSM,1.0
59FE3FF5-72D8-4A65-81E6-E6F9D859A721,https://www.nps.gov/grsm/planyourvisit/seasonalroads.htm,Several park roads closed for the season,GRSM,"Due to snow, ice, and other hazardous weather events, many park roads are closed in the winter season.",Information,"[{'title': 'Roads closed for the season', 'id': '59FE3FF5-72D8-4A65-81E6-E6F9D859A721', 'type': 'roadevent', 'url': 'https://www.nps.gov/grsm/planyourvisit/conditions.htm'}]",2024-02-08 13:01:42.0,1,Great Smoky Mountains,National Park,"TN,NC",SER,GRSM,1.0
8DB9F78B-7789-4089-B944-A9A361F8CDE9,,Visitor Center Water Filling Station Unavailable,ARCH,Drinking water is currently unavailable at Arches Visitor Center. The Devils Garden Picnic Area water station remains open and available for use.,Information,[],2024-02-08 12:39:40.0,0,Arches,National Park,UT,IMR,ARCH,1.0
CD4A5709-ED3B-4337-873F-C920771C27C3,https://www.nps.gov/care/planyourvisit/campregs.htm,Generators Permitted in Loops A and B in Winter,CARE,Loop C of the Fruita Campground has closed for the winter. Generators will be permitted in the A and B loops while the C loop is closed. Generator use hours limits are still in effect.,Information,[],2024-02-08 11:43:21.0,0,Capitol Reef,National Park,UT,IMR,CARE,1.0
2FA74210-DB2A-4769-9277-A67B217FD034,,Tavasci Marsh Open,TUZI,"The Tavasci Marsh trail system is back open. However, a portion of the trail on the southeast side of the marsh remains closed due to repairs needed to the overlook. Head all safety warnings and closures while walking in the Tavasci Marsh.",Caution,[],2024-02-08 10:20:30.0,0,Tuzigoot,National Monument,AZ,IMR,TUZI,1.0
5DED9B8A-46E9-4F85-ACB1-4E0520989810,,Pause on School Reservations,EDAL,"Due to an anticipated construction project and site closure, the Edgar Allan Poe NHS is not accepting school field trip reservations for Winter/Spring 2024.",Information,[],2024-02-08 08:59:32.0,0,Edgar Allan Poe,National Historic Site,PA,NER,EDAL,1.0
B39F9F63-B317-4A6B-8DAF-BE97B86BA1CE,https://www.nps.gov/stli/getinvolved/new-screening-battery.htm,New Screening Facility at The Battery,CACL,"The location of the Statue of Liberty and Ellis Island security screening facility and ferry service has moved to a new temporary location next to The View restaurant in The Battery, NYC.",Information,[],2024-02-08 08:45:24.0,0,Castle Clinton,National Monument,NY,NER,CACL,1.0
05BCCDA8-57AE-4A45-8C5B-D045D6810624,https://www.tripcheck.com/Pages/Chain-Law,Rim Drive and North Entrance Road are CLOSED for the Season,CRLA,"The roads will not reopen until sometime in June or July as plow operators are gradually able to clear sections of large quantities of snow. All other roads remain OPEN, *weather permitting.* Expect snowy and icy conditions. All Oregon chain laws apply.",Park Closure,"[{'title': 'Seasonal Road Closure', 'id': '05BCCDA8-57AE-4A45-8C5B-D045D6810624', 'type': 'roadevent', 'url': 'https://www.nps.gov/crla/planyourvisit/conditions.htm'}]",2024-02-07 13:32:22.0,1,Crater Lake,National Park,OR,PWR,CRLA,1.0
1F73FD96-E776-46AA-AFBF-9E7717321A72,https://www.nps.gov/tusk/learn/news/2023-09-11-vts.htm,Temporary Closure of Eglington Preserve and Grand Teton,TUSK,The Eglington Preserve along with the east end of Grand Teton is closed to visitor access through 2024 until construction activities at the Villages of Tule Springs is complete.,Park Closure,[],2024-02-06 15:21:26.0,0,Tule Springs Fossil Beds National Monument,Tule Springs Fossil Beds National Monument,NV,PW,TUSK,
07A7226E-0310-4D2E-B8AC-26E784B07E95,https://dot.ca.gov/travel,Highway 245 is Closed for Construction and Cannot Be Used to Reach or Leave the Grant Grove Area,SEKI,"Highway 245 outside the parks is under construction by CalTrans. It is scheduled to be closed through March 31, 2024. It is not possible to reach or leave the Grant Grove area using Highway 245. Alternate routes are available.",Information,[],2024-02-06 15:12:28.0,0,Sequoia & Kings Canyon,National Parks,CA,PWR,SEKI,2.0
CEC8A9DC-A775-41BE-AD90-02038096F186,,Faneuil Hall Great Hall,BOST,"Due to preservation work underway, the Great Hall is currently closed to visitation. Please check later for updates.",Information,[],2024-02-06 12:51:32.0,0,Boston,National Historical Park,MA,NER,BOST,1.0
DD8DDD82-658C-429F-B020-BD51187EAA9E,,Bush Key is Closed,DRTO,The Bush Key seasonal closure is in effect through September to support the largest breeding colony of sooty and brown noddy terns in the continental U.S.,Park Closure,[],2024-02-06 10:24:37.0,0,Dry Tortugas,National Park,FL,SER,DRTO,1.0
5838E849-B8FE-41A3-A1E2-68AB21F6D7D4,,Park Store is Cash Only,ARPO,Currently our cash and debit card reader in our park store is not working. We are only able to accept cash. We apologize for the inconvenience.,Information,[],2024-02-06 09:09:44.0,0,Arkansas Post,National Memorial,AR,MWR,ARPO,1.0
53F183D9-3008-4482-9BF0-9620424913DB,,Limited Access to Second Floor of JFK Birthplace Begins 2/13,JOFI,"Beginning Tuesday, February 13, the nursery on the second floor of the house will be undergoing restoration work. This work will be ongoing. Until it is complete, there will be limited or no access to the second floor for reserved off season tours.",Information,[],2024-02-05 16:05:44.0,0,John F Kennedy,National Historic Site,MA,NER,JOFI,1.0
0B54306A-7315-410A-BD45-815B374069B8,https://www.nps.gov/bisc/planyourvisit/fees.htm,Camping and Docking at Boca Chita and Elliott Keys,BISC,Docking at Boca Chita and Elliott Keys: $25.00 Friday - Monday and Federal Holidays Camping at Boca Chita and Elliott Keys: $35.00 per night. Payments must be made on site using the recreation.gov phone app.,Information,[],2024-02-05 15:43:10.0,0,Biscayne,National Park,FL,SER,BISC,1.0
397C1C72-1BDE-4D12-82F3-5BB4D99AF4C1,,Construction at War Ridge Campground,NERI,"War Ridge Campground will have heavy equipment (e.g., excavators and bulldozers) working to restore the strip mine surrounding the site from 2/8 - 3/10. Campers may be impacted by noise from the restoration activities during daytime hours.",Information,[],2024-02-05 09:50:08.0,0,New River Gorge,National River,WV,NER,NERI,1.0
288AAF6E-6C3C-49F3-88CD-E7D413076FCC,https://www.nps.gov/pore/planyourvisit/conditions.htm,Drakes Beach Road now only open 10 am to 4 pm to better protect elephant seal pups.,PORE,"Northern elephant seals have returned to Drakes Beach and given birth close to beach access points. To better protect the pups during this important time, this area will only be open when park staff and volunteers are present.",Park Closure,"[{'title': 'Drakes Beach Road only open from 10 am to 4 pm due to elephant seal pups', 'id': '288AAF6E-6C3C-49F3-88CD-E7D413076FCC', 'type': 'roadevent', 'url': 'https://www.nps.gov/pore/planyourvisit/conditions.htm'}]",2024-02-03 16:54:09.0,0,Point Reyes,National Seashore,CA,PWR,PORE,1.0
08AF309B-4F98-487C-A331-D8845DD98CB2,,BRIDGE CLOSED along the River Trail,OCMU,"Due to structural issues, the bridge along the river trail is closed until further notice. Access to the Ocmulgee Heritage Trail and river is not available due to this closure. This closure does not affect access to any of the mound sites.",Park Closure,[],2024-02-03 16:01:54.0,0,Ocmulgee,National Monument,GA,SER,OCMU,1.0
F5367C33-DBBE-4589-B951-4C7D7629DF95,https://www.nps.gov/havo/planyourvisit/construction-closures.htm,Construction Closures and Delays,HAVO,Expect closures and delays at the summit of Kīlauea due to a two-year construction project to repair or remove damaged buildings and infrastructure.,Park Closure,[],2024-02-01 19:42:38.0,0,Hawaii Volcanoes,National Park,HI,PWR,HAVO,1.0
E22F9CF8-0208-4993-A8B3-C3E25406C972,https://www.nps.gov/thingstodo/gumo_drive_to_williams_ranch.htm,Williams Ranch Road Closed,GUMO,The Williams Ranch Road is currently impassable and closed to public access due to unsafe conditions.,Information,"[{'title': 'Williams Ranch Road Closure', 'id': 'E22F9CF8-0208-4993-A8B3-C3E25406C972', 'type': 'roadevent', 'url': 'https://www.nps.gov/gumo/planyourvisit/conditions.htm'}]",2024-02-01 17:37:05.0,0,Guadalupe Mountains,National Park,TX,IMR,GUMO,1.0
6A3D086A-73BB-484A-A33C-A50F9CEF97D1,https://www.nps.gov/moja/road-conditions.htm,Mojave Road CLOSED on Soda Lake Crossing,MOJA,"Recent wet and rainy weather has created unsafe conditions on the surface of the Soda Lake area of the Mojave Road. Vehicles may become stuck, resulting in resource damage and high recover costs. Use Rasor Rd, Interstate-15, and Kelbaker Rd. as detour.",Park Closure,"[{'title': 'Mojave Road Soda Lake Crossing CLOSED to ALL vehicles', 'id': '6A3D086A-73BB-484A-A33C-A50F9CEF97D1', 'type': 'roadevent', 'url': 'https://www.nps.gov/moja/planyourvisit/conditions.htm'}]",2024-01-31 16:48:02.0,0,Mojave,National Preserve,CA,PWR,MOJA,1.0
E911472D-AFC0-42BC-816A-B2835DFEB3DA,https://www.nps.gov/amis/planyourvisit/boating.htm#Boat-Ramp,Only Left Side of Diablo East and Rough Canyon Boat Ramps Are Open - Rest Are Closed,AMIS,"Due to low water levels, only the left side of Diablo East and Rough Canyon boat ramps are open. Please use caution with Spur 406 and Spur 454 launches, as the water may be too shallow to launch most boats. To see a list of open ramps, click on ""more.""",Park Closure,[],2024-01-31 15:59:03.0,0,Amistad,National Recreation Area,TX,IMR,AMIS,1.0
67986426-9026-4970-9EF2-C8B015B432A2,https://www.nps.gov/acad/planyourvisit/conditions.htm,Access to Seawall Limited Due to Storm Damage,ACAD,"Due to recent storm damage, a short section of Seawall Road (Route 102A) at Seawall Pond is temporarily closed to traffic. Visitors may access Wonderland and Ship Harbor hiking trails from the west through Bass Harbor via Route 102A.",Park Closure,[],2024-01-31 15:16:17.0,0,Acadia,National Park,ME,NER,ACAD,1.0
3DD98D41-64CB-4A1F-A7C4-3D5E8612C599,,Historic Homes Closed for Winter Season,ADAM,The historic homes are closed for the winter season and unavailable for tours. The homes are anticipated to reopen late spring/early summer 2024. The website will be updated when the reopen date is known. The Visitor Center is open 10am-4pm Monday-Friday.,Park Closure,[],2024-01-31 12:37:07.0,0,Adams,National Historical Park,MA,NER,ADAM,1.0
2DC21B55-C90E-4E0A-B00B-663FADC5FF9C,https://www.nps.gov/bibe/learn/news/temporary-closures-to-protect-falcon-nesting.htm,Temporary Trail Closure to Protect Nesting Falcons,BIBE,"From February 1st through May 31st, a portion of the East Rim Trail in the Chisos Mountains will be closed to protect nesting falcons. The closure includes East Rim backpacking campsites ER-4, 5, 6, 7, 8, 9. For details and a map, click ""more.""",Information,[],2024-01-30 17:44:20.0,0,Big Bend,National Park,TX,IMR,BIBE,1.0
F6BFED88-9E83-4F4E-A1AD-4A677D2EBD61,,Drinking Water Limited,WHSA,"The water bottle filling station located outside the park's visitor center is under repairs. Water can only be filled at the White Sands Trading Post during visitor center hours, 9 am to 5 pm. Please plan accordingly and bring water with you to the park.",Information,[],2024-01-30 10:44:15.0,0,White Sands,National Monument,NM,IMR,WHSA,1.0
B014C972-D2A4-499B-8245-CDB2A546E383,https://www.facebook.com/photo/?fbid=751700706987038&set=a.225670012923446,Big Spring Campground Temporarily Closed: Effective 01/02/2024,OZAR,"Starting on January 2, 2024, Big Spring Campground will be temporarily closed for utility upgrades. This closure will last about 60 days. Big Spring itself will remain open during this time.",Park Closure,[],2024-01-30 10:19:12.0,0,Ozark,National Scenic Riverways,MO,MWR,OZAR,1.0
195CE275-93D2-48AE-A9C3-5AD39107E4DA,https://www.nps.gov/grte/planyourvisit/roads.htm,Winter Seasonal Road Closures,GRTE,"Portions of the Teton Park Road (Taggart Lake TH to Signal Mt.), Moose-Wilson Road (Granite Canyon TH to Death Canyon Road), and other roads are closed to vehicles. Check the Grand Teton Roads page for the latest seasonal and weather related closures.",Information,[],2024-01-29 11:41:55.0,1,Grand Teton,National Park,WY,IMR,GRTE,1.0
5BBD7E87-7B07-4DE7-ADD3-B88205113892,https://www.nps.gov/carl/planyourvisit/parking.htm,Park Shuttle Available!,CARL,"A 6-passenger shuttle runs daily every 20 minutes from 9:40 am to 4:20 pm, from the main parking lot, on Little River Road, to the Sandburg Home and farm area. Visitors with babies or toddlers should park at the Hikers lot and catch shuttle at HQ gate.",Information,[],2024-01-28 09:48:39.0,0,Carl Sandburg Home,National Historic Site,NC,SER,CARL,1.0
660D65AC-A509-46C6-80CC-873C55FE1EAA,https://www.nps.gov/yose/planyourvisit/reservations.htm,A reservation is required to drive into or through Yosemite on some dates and times April 13-Oct. 27,YOSE,"A reservation is required from 5 am to 4 pm on some dates from April 13 through October 27, 2024. April 13–June 30: weekends and holidays only. July 1–August 16: Daily. August 17– October 27: weekends and holidays only.",Park Closure,[],2024-01-26 20:55:08.0,0,Yosemite,National Park,CA,PWR,YOSE,1.0
07696D56-16F8-46E2-88D8-8FA3DE1B26D8,,The Illinois Valley Visitor Center is closed temporarily. Will reopen March 11th.,ORCA,"The Illinois Valley Visitor Center is closed temporarily this winter. The visitor center will reopen (Thursdays thru Mondays) from 8:30 am to 4:00 pm on Monday, March 11th.",Park Closure,[],2024-01-26 12:19:47.0,0,Oregon Caves,National Monument,OR,PWR,ORCA,1.0
DB0B0327-0B56-4D1F-8D65-4FBA9A57FEAD,https://www.nps.gov/semo/learn/news/2024-01-06-sic-closing.htm,Selma Interpretive Center Closed for Major Construction,SEMO,"The Selma Interpretive Center and bookstore will remain closed to the public until the project’s completion, which is expected by fall 2025. The Lowndes and Montgomery Interpretive Centers are open.",Park Closure,[],2024-01-26 12:14:43.0,0,Selma to Montgomery National Historic Trail,Selma to Montgomery National Historic Trail,AL,SE,SEMO,
DFDDC4A5-BE5A-451A-BB73-E2F516BE6342,https://www.nps.gov/yell/planyourvisit/parkroads.htm,Most Park Roads Open to Guided Oversnow Tours Only,YELL,"In winter, most roads are only open to commercially-guided snowcoach and snowmobile tours. The road between the North and Northeast entrances is the only road open year-round to regular vehicles.",Park Closure,[],2024-01-25 12:39:37.0,1,Yellowstone,National Park,"ID,MT,WY",IMR,YELL,1.0
690E6E37-0378-4FA8-AC12-0577045A0572,,Bathrooms at Birthplace Closed Until Further Notice,LYJO,"The Reconstructed Birthplace bathrooms on the LBJ Ranch are closed until further notice. Portable toilets are available at the Cemetery, and pit toilets are located behind the Junction School. Bathrooms with running water can be found at LBJ State Park.",Park Closure,[],2024-01-25 11:51:40.0,0,Lyndon B Johnson,National Historical Park,TX,IMR,LYJO,1.0
58F9C848-7F64-42D2-8CFD-3EC25A653799,,Spring Tour Offerings Change,MANA,"Please note that as of February 11th, 2024 Henry Hill Tours will only be offered at 11a.m. on Thursdays, Fridays, and Saturdays only. On March 10th, we will also offer tours at 11a.m. on Sundays through Memorial Day. Tours are weather permitting.",Information,[],2024-01-25 11:29:38.0,0,Manassas,National Battlefield Park,VA,NCR,MANA,1.0
C17362F5-6080-45D2-9FF7-3CF405703371,https://www.nps.gov/guis/learn/news/gulf-islands-national-seashore-to-install-new-exhibits-in-the-fort-pickens-area.htm,Fort Pickens Visitor Center (Discovery Center) Closure,GUIS,"The Fort Pickens Visitor Center, the green and white building, is closed until further notice for repairs. For contact with a ranger visit Fort Pickens.",Park Closure,[],2024-01-25 10:02:57.0,0,Gulf Islands,National Seashore,"FL,MS",SER,GUIS,1.0
79031A24-DFCB-4A71-B87D-8138F2EB565B,https://cnrse.cnic.navy.mil/Installations/NAS-Pensacola/,Fort Barrancas Closure,GUIS,Fort Barrancas is closed until May.,Park Closure,[],2024-01-25 10:02:03.0,0,Gulf Islands,National Seashore,"FL,MS",SER,GUIS,1.0
029ACB4F-2EE7-4466-9E6A-A63EA391C014,,Seasonal Road Closure - Kolob Terrace Road past Maloney Hill closed,ZION,Kolob Terrace Road closed to non-tracked vehicles past Maloney Hill (12 miles north of SR-9) due to snow and ice.,Park Closure,"[{'title': 'Kolob Terrace Road Closure - Maloney Hill', 'id': '029ACB4F-2EE7-4466-9E6A-A63EA391C014', 'type': 'roadevent', 'url': 'https://www.nps.gov/zion/planyourvisit/conditions.htm'}]",2024-01-24 18:02:15.0,0,Zion,National Park,UT,IMR,ZION,1.0
C042AC3C-E893-4ED9-8FB7-A4A1713FFC48,,Seasonal Road Closure - Road to Lava Point and West Rim Trailhead closed,ZION,"This is a regular seasonal closure, and we will remove this alert when snow melts. Lava Point Overlook is closed.",Park Closure,"[{'title': 'Road to Lava Point and West Rim Trailhead closed', 'id': 'C042AC3C-E893-4ED9-8FB7-A4A1713FFC48', 'type': 'roadevent', 'url': 'https://www.nps.gov/zion/planyourvisit/conditions.htm'}]",2024-01-24 18:01:31.0,0,Zion,National Park,UT,IMR,ZION,1.0
BD30C37D-5B06-4D92-A64D-ABF3E0D465FF,https://www.nps.gov/semo/learn/news/2024-01-18-semo-and-tuai-open-6-days-a-week.htm,Selma to Montgomery NHT now open Mon-Sat,SEMO,"Starting on January 29, 2024, the Lowndes and Montgomery visitor centers will be open six days a week, Monday - Saturday, 9:00 a.m. - 4:30 p.m.",Information,[],2024-01-24 17:22:29.0,0,Selma to Montgomery National Historic Trail,Selma to Montgomery National Historic Trail,AL,SE,SEMO,
DE0B1163-6500-468F-A5B8-31C3479B81AE,https://www.nps.gov/tuai/learn/news/2024-01-19-tuai-and-semo-open-6-days-a-week.htm,Tuskegee Airmen NHS now open Mon-Sat,TUAI,"Starting on January 29, 2024, the National Park Service (NPS) will open the visitor centers at the Tuskegee Airmen National Historic Site six days a week, Monday - Saturday.",Information,[],2024-01-24 17:12:31.0,0,Tuskegee Airmen,National Historic Site,AL,SER,TUAI,1.0
439E0ADA-F536-47FB-BE04-2E834873C1F5,https://www.nps.gov/whis/planyourvisit/conditions.htm?cs_forceReadMode=1,Partial Closure due to Carr Fire,WHIS,"While most of the park has reopened after the 2018 Carr Fire, some areas are still closed for safety. Please exercise caution when hiking in areas affected by the Carr Fire. Follow this link for more information - http://tinyurl.com/66jrs8vx",Caution,[],2024-01-24 11:52:15.0,0,Whiskeytown,National Recreation Area,CA,PWR,WHIS,1.0
239E32A0-7731-4974-B91D-C015E7DDEE82,https://www.nps.gov/rori/learn/management/staffandoffices.htm,We are Open but Experiencing Phone and Internet Outage,RORI,"We are experiencing internet and phone outages beyond our control. If you are trying to reach us, please call 925-812-6164.",Park Closure,[],2024-01-23 23:23:37.0,0,Rosie the Riveter WWII Home Front,National Historical Park,CA,PWR,RORI,1.0
C2EE823E-0887-4DF1-AB39-D5F966AB1AAD,https://www.nps.gov/stri/learn/news/waterleak.htm,No Potable Water Available at Visitor Center - Bring Your Own Water,STRI,"Due to a leak, water service to the Stones River National Battlefield visitor center has been shut down. Please plan to bring sufficient water with you when visiting the park.",Caution,[],2024-01-23 18:59:32.0,0,Stones River,National Battlefield,TN,SER,STRI,1.0
901B75C9-FC2A-4595-B02B-404580B412EE,https://www.nps.gov/stri/learn/news/waterleak.htm,Visitor Center Restrooms Closed - No Water Service,STRI,"Due to a leak, water service to the Stones River National Battlefield visitor center has been shut down. Until further notice, the visitor center restrooms will be closed, and the public will need to use temporary facilities.",Park Closure,[],2024-01-23 18:42:01.0,0,Stones River,National Battlefield,TN,SER,STRI,1.0
171EEB20-ED47-4C1F-A856-E49ACA504D2B,https://www.nps.gov/gett/learn/historyculture/little-round-top.htm,Little Round Top Rehabilitation Project Closure Notice,GETT,"Little Round Top CLOSED TO ALL VISITATION on Tuesday, July 26, 2022. Little Round Top is estimated to reopen to the public in late Spring or early Summer, 2024.",Park Closure,[],2024-01-23 15:45:24.0,0,Gettysburg,National Military Park,PA,NER,GETT,1.0
48B246DC-7BF9-442F-90B7-8E8D12A41BF7,,Apostle Islands National Lakeshore Ice Caves Are Closed,APIS,"Due to unstable ice conditions, an ongoing closure remains in effect for ice caves within the boundaries of the park. This includes ice cave areas accessed from Meyers Beach Road. The last time stable ice allowed access to the ice caves was 2015.",Park Closure,[],2024-01-23 13:36:52.0,0,Apostle Islands,National Lakeshore,WI,MWR,APIS,1.0
522218FF-8FAE-467B-A221-8E0E57EE6A0D,https://www.nps.gov/shen/planyourvisit/drinking-water.htm,South River Picnic Grounds & Dundo Picnic Grounds and Campground Water Alert,SHEN,Water is not available at South River and Dundo Picnic Grounds. Fires and grills are not permitted at these two locations.,Caution,[],2024-01-23 13:33:41.0,0,Shenandoah,National Park,VA,NER,SHEN,1.0
7E33628D-E5F9-4037-B182-3CD0FB61D701,https://www.nps.gov/fosc/learn/photosmultimedia/virtualhospital.htm,Post Hospital/Visitor Center Temporarily Closed,FOSC,"The Post Hospital and bookstore are temporarily closed. The park's information desk, with the passport cancelation station and Jr. Ranger books, will be on the first floor of the West Infantry Barracks next door.",Park Closure,[],2024-01-22 09:36:34.0,0,Fort Scott,National Historic Site,KS,MWR,FOSC,1.0
DAF72DDE-958C-4B98-8440-92366A2D97CB,,Winter Hours - Park Gates & Visitor Center,STRI,"From early November (Fall time change) through the end of February, all park gates will be open from 8 AM through 4:30 PM. The visitor center will be open from 9 AM to 4 PM.",Information,[],2024-01-20 10:36:36.0,0,Stones River,National Battlefield,TN,SER,STRI,1.0
CE5EA7F8-6D88-4867-A0D5-9C99DFDA15CF,https://www.fs.usda.gov/detail/inyo/learning/safety-ethics/?cid=FSEPRD1127643,Reds Meadow Road Access Restrictions in 2024,DEPO,"Reds Meadow Road and shuttle service, which provide access to Devils Postpile National Monument, will be closed 24 hours per day for construction work from Sundays at 11 pm through Fridays at 9 am (excluding holidays) during the summer 2024 season.",Park Closure,[],2024-01-19 20:06:18.0,0,Devils Postpile,National Monument,CA,PWR,DEPO,1.0
64887B89-5AB7-4435-A14B-D6911D279E0A,https://www.facebook.com/watch/?v=418727772730239,Icy Conditions,PAGR,"Intermittent morning/evening frost & ice along walkways, bridges, & in the parking lot make many areas around the Great Falls extremely slippery. Please use caution while walking around the park. Click 'more' for a winter safety video with additional tip",Caution,[],2024-01-19 16:23:07.0,0,Paterson Great Falls,National Historical Park,NJ,NER,PAGR,1.0
3BE46CE8-4BC5-41DA-8A51-E03BEA91018B,https://www.facebook.com/watch/?v=418727772730239,Observation Deck Closures,PAGR,"Cold weather & mist from the falls can cause icy conditions at the observation deck at Mary Ellen Kramer Park, necessitating its closure. Please use caution while walking around the park. Click 'more' for a winter safety video with additional tips.",Caution,[],2024-01-19 16:22:26.0,0,Paterson Great Falls,National Historical Park,NJ,NER,PAGR,1.0
CE515FC3-8758-43E3-9CE5-D61471042862,,Restroom Closure on 5th Street,INDE,The restrooms at 5th & Chestnut Streets are closed for the season. Restrooms remain available at the Independence Visitor Center at 6th & Market Streets.,Information,[],2024-01-19 14:30:22.0,0,Independence,National Historical Park,PA,NER,INDE,1.0
8D29BACF-DF3A-4356-98BB-A3A8A675B4FA,https://www.youtube.com/watch?v=JUUoGsAEttU,Lower Emerald Pools Trail Closed,ZION,The Lower Emerald Pools Trail is closed under the falls due to potential falling ice. Be mindful of slippery conditions and possible falling ice throughout the park.,Park Closure,[],2024-01-19 14:02:11.0,0,Zion,National Park,UT,IMR,ZION,1.0
A6CCC61B-F164-4554-AF48-A92BCF7CB4AF,,Main Street Walpack Bridge Closed Until Further Notice,DEWA,Main Street in Walpack Center is closed at the Flatbrook Bridge due to structural damage to the bridge. The cause of the damage is under investigation.,Park Closure,[],2024-01-19 09:11:24.0,0,Delaware Water Gap,National Recreation Area,PA,NER,DEWA,1.0
46113AE8-A78D-40A0-A56B-F59D1AAC2E2D,https://www.nps.gov/chsc/learn/news/2022-visitor-center-days-hours-of-operation.htm?fbclid=IwAR0zglj0Pax2y-esl_SPFO3Vq2iiQ97GuTGs_Tdvu0gbGFdr1CpdrbzBe7Y,Little Rock Central High School National Historic Site visitor center closures - January 2024,CHSC,The Central High School NHS Visitor Center is open Tues. to Sat. (10 a.m. CST/CDT to 4 p.m. CST/CDT). Guests may visit the NHS daily; use the NPS App for digital content on days when the visitor center is closed. Alerts will be posted with info as needed,Information,[],2024-01-18 20:52:21.0,0,Little Rock Central High School,National Historic Site,AR,MWR,CHSC,1.0
1BDA3E74-F914-4CFC-B0E6-E9C6AAAF34CA,https://www.nps.gov/dino/planyourvisit/conditions.htm,Harpers Corner Road is Closed for Winter,DINO,"The Harpers Corner Road in Colorado is closed at Plug Hat Picnic Area, approximately five miles from US HWY 40. Access to the Dinosaur Quarry in the Utah portion of the monument is open all winter.",Information,"[{'title': 'Harpers Corner Road Winter Closure', 'id': '1BDA3E74-F914-4CFC-B0E6-E9C6AAAF34CA', 'type': 'roadevent', 'url': 'https://www.nps.gov/dino/planyourvisit/conditions.htm'}]",2024-01-18 15:16:15.0,0,Dinosaur,National Monument,"CO,UT",IMR,DINO,1.0
9EF6718A-9176-49B0-BC23-9FBA051B957A,https://www.nps.gov/anti/planyourvisit/visitorcenters.htm,Artifacts Removed From Museum,ANTI,"After an extensive rehab project, the visitor center reopened in September 2023. Due to unforeseen water leaks and humidity issues, all the historic artifacts have been taken off exhibit to protect them until these issues have been resolved.",Information,[],2024-01-18 14:32:07.0,0,Antietam,National Battlefield,MD,NCR,ANTI,1.0
63F46DF4-02F0-4EE0-B53C-3D3CFE1CC40A,,Secure trash and food,GICL,"Pack it in, pack it out! There are no trash services in or around the monument. All food & trash must be secured inside a vehicle or hard sided containers. Ravens routinely open zipped bags & tear into trash bags left outside or in the bed of a truck.",Information,[],2024-01-18 09:49:29.0,0,Gila Cliff Dwellings,National Monument,NM,IMR,GICL,1.0
