id,url,title,park alpha,description,category,relatedRoadEvents,LastIndexedDate,Park Name,Park Full Name,Type of Unit,State,Reg,Alpha,Unit,Road Closed Flag,date
56428879-D259-494A-94BA-8E2DF282D81A,https://www.nps.gov/voya/learn/news/voyageurs-national-park-temporarily-closes-kab-ash-trail-access-at-salmi-road-entrance.htm,Salmi Road Entrance to the Kab-Ash Trail out of the Kabetogama Community Remains Temporarily Closed.,VOYA,"Salmi Road entrance to the Kab-Ash Trail remains temporarily closed at the trail's western most terminus. Access to the trail remains open at trailheads along Ash River Trail road, Meadwood Road, and the eastern terminus within the community of Ash River.",Park Closure,[],2023-04-19 11:25:14.0,Voyageurs,Voyageurs National Park,National Park,MN,MWR,VOYA,1.0,Yes,2024-04-19
C36AAE9D-DF25-4892-979F-E4A2DBFF698F,,Visitor Center Closed,SARI,The Salt River Bay NHP&EP Visitor Contact station remains closed due to damage caused by Hurricanes Irma/Maria.,Park Closure,[],2023-04-18 14:17:29.0,Salt River Bay,Salt River Bay National Historical Park and Ecological Preserve,National Historic Park and Ecological Preserve,VI,SER,SARI,1.0,No,2024-04-19
FE68E606-986A-484D-A195-832BDA45A6BA,,The Steeple Building Closed,CHRI,The Steeple Building remains closed until further notice.,Information,[],2023-04-18 14:08:34.0,Christiansted,Christiansted National Historic Site,National Historic Site,VI,SER,CHRI,1.0,No,2024-04-19
6264FD94-2162-4EA2-A56E-FDAEC91695FF,,Hospital Street Restrooms Closed,CHRI,The public restrooms on Hospital Street are closed. Temporary restrooms have been placed in the parking lot of Fort Christiansvaern.,Information,[],2023-04-18 14:05:05.0,Christiansted,Christiansted National Historic Site,National Historic Site,VI,SER,CHRI,1.0,No,2024-04-19
707C395F-4061-4916-B812-D966BD05BC70,,County Line Road Closed Monday To Friday,VAFO,"County Line Road is closed during the week, from Monday through Friday. The closure will apply to all vehicular, pedestrian, and bicycle traffic. Please find an alternate route.",Information,[],2023-04-17 13:51:33.0,Valley Forge,Valley Forge National Historical Park,National Historical Park,PA,NER,VAFO,1.0,Yes,2024-04-19
04B46022-545B-48CC-A8C8-5136963DD7A2,https://www.rooseveltcampobello.org/about-visitor-information,Roosevelt Campobello International Park is located in Welshpool.,ROCA,"Campobello Island is located in the province of New Brunswick, Canada. The physical address for the Visitor Centre is: 459 Route 774 Welshpool, New Brunswick, Canada E5E 1A4",Information,[],2023-04-14 12:32:15.0,Roosevelt Campobello,Roosevelt Campobello International Park,International Park,ME,NER,ROCA,1.0,Yes,2024-04-19
37B52398-D2D7-4AC1-80E7-F36DDB71D3B2,,Passaic River Trail Bridge washed out,MORR,"Tropical Storm Ida washed out the Passaic River bridge on the Patriot's Path Trail south of Tempe Wick Road. This area is a known habitat of the endangered wood turtle, so do not wade, walk, or let your dog run in the river at this location.",Caution,[],2023-04-12 15:15:21.0,Morristown,Morristown National Historical Park,National Historical Park,NJ,NER,MORR,1.0,Yes,2024-04-19
E3DBE36F-F3A6-4AD6-9498-4F2601DF13AC,,"Volcano Road Closed to RVs and Buses over 26 feet, and to all Trailers.",CAVO,"The Volcano top road is not accessible to RVs, buses, attached trailers, or any other vehicle over 26 feet in length, due to the narrowness and weight limits of Volcano Road. Trailer drop off and RV/bus parking is available at the Visitor Center.",Park Closure,[],2023-04-11 13:13:44.0,Capulin Volcano,Capulin Volcano National Monument,National Monument,NM,IMR,CAVO,1.0,Yes,2024-04-19
C645B941-2E9C-49AF-9EB3-3EED7B687AC9,https://www.nps.gov/euon/planyourvisit/permits-and-reservations.htm,No Visitor Vehicle Access to the Park Site,EUON,Eugene O'Neill NHS is only accessible by free park shuttle or by hiking trails through Las Trampas Regional Wilderness. Details under permits and Reservations.,Information,[],2023-04-09 16:40:47.0,Eugene O'Neill,Eugene O'Neill National Historic Site,National Historic Site,CA,PWR,EUON,1.0,No,2024-04-19
3BC03A1C-742E-4D06-AEAF-3CAD64FB2F14,,"Park Closed on Mondays, Tuesdays, and Wednesdays.",THST,"Thomas Stone National Historic Site is closed on Mondays, Tuesdays, and Wednesdays. The park is open Thursday through Sunday, 10:00 - 4:00 pm.",Information,[],2023-04-07 15:59:12.0,Thomas Stone,Thomas Stone National Historic Site,National Historic Site,MD,NER,THST,1.0,No,2024-04-19
FD95C151-6602-4185-89F1-55999E7EA144,https://www.nps.gov/pohe/getinvolved/partners.htm,Some facilities closed along the Potomac Heritage National Scenic Trail,POHE,"Please see our partner sites to find the most up-to-date information on closures, re-routes, or conditions along the Trail.",Information,[],2023-04-06 10:28:08.0,Potomac Heritage,Potomac Heritage,National Scenic Trail,"DC,MD,PA,VA",NCR,POHE,1.0,Yes,2024-04-19
4F68E6CB-F36B-4B8D-93AC-34F42FDF2C1C,https://www.nps.gov/zion/planyourvisit/flash-flood.htm,Avoid flash floods,ZION,"Flash floods are a sudden increase in the depth and speed of water in rivers, streams, or washes due to rain. Flood waters carry large debris like tree trunks and boulders and can happen at any time in Zion.",Caution,[],2023-03-31 11:48:48.0,Zion,Zion National Park,National Park,UT,IMR,ZION,1.0,No,2024-04-19
55067698-5F3E-4178-946B-0B8F1B8EF1D0,https://www.nps.gov/noca/planyourvisit/lake-and-river-conditions.htm,Diablo Lake Boat Launch Inaccessible to Powerboats,NOCA,"Due to silt accumulation, the Diablo Lake boat launch at Colonial Creek South Campground is not usable for launching most powerboats. Expect shallow or no water at the launch ramp and the possibility of needing to carry your boat to or from the water.",Caution,[],2023-03-30 18:30:13.0,North Cascades,North Cascades National Park,National Park,WA,PWR,NOCA,1.0,No,2024-04-19
C5C57A4D-D545-454B-8E5B-FD0D8233477D,https://www.nps.gov/cuva/learn/news/national-park-service-purchases-198-acres-in-the-heart-of-cuyahoga-valley-national-park-cvnp-from-conservancy.htm,Former Golf Course Property,CUVA,"The former golf course property in Peninsula, including a section of the Valley Trail, is closed during environmental remediation.",Park Closure,[],2023-03-29 16:27:17.0,Cuyahoga Valley,Cuyahoga Valley National Park,National Park,OH,MWR,CUVA,1.0,No,2024-04-19
E9596680-BA9D-4024-AB75-62BAE048CDE7,,Park Closed Tuesdays and Wednesdays,ELMO,"The visitor center and all park trails are closed on Tuesdays and Wednesdays. Open Thursday through Monday, from 9 am - 5 pm. Hiking park trails is not permitted when the park is closed.",Park Closure,[],2023-03-26 14:46:02.0,El Morro,El Morro National Monument,National Monument,NM,IMR,ELMO,1.0,No,2024-04-19
2769E44A-3C7E-4703-8702-44862D407814,https://www.nps.gov/liri/planyourvisit/psar.htm,SEASONAL SAFETY MESSAGE,LIRI,"Be careful and safe while out in the canyon! Be cautious of your surroundings, don't cliff jump, don't stray off of the main trails, and don't get too close to Little River Falls or the canyon rim. These activities could result in injury or death.",Danger,[],2023-03-23 14:16:55.0,Little River Canyon,Little River Canyon National Preserve,National Preserve,AL,SER,LIRI,1.0,No,2024-04-19
A47534F6-D95D-4BFD-8B92-84BA5D7614FC,https://www.nps.gov/articles/unmanned-aircraft-in-the-national-parks.htm,Fort Davis NHS is a NO DRONE Zone!,FODA,The use of drones is prohibited at Fort Davis National Historic Site. Thank you for preserving the cultural landscape.,Information,[],2023-03-23 09:28:51.0,Fort Davis,Fort Davis National Historic Site,National Historic Site,TX,IMR,FODA,1.0,No,2024-04-19
82B28471-5297-45AB-BFA9-2CE35B9A9806,,Fort Davis NHS is in the Central Time Zone,FODA,Fort Davis National Historic Site is located in the Central Time Zone. The park is open 8:00 am until 5:00 pm (Central Time). The Visitor Center closes at 4:30pm. The Main Gate locks at 5:00pm.,Information,[],2023-03-23 09:28:40.0,Fort Davis,Fort Davis National Historic Site,National Historic Site,TX,IMR,FODA,1.0,No,2024-04-19
7E9BD493-EB00-44E7-8098-B1B581FD59D7,https://www.nps.gov/zion/planyourvisit/toxic-cyanobacteria-bloom-in-the-virgin-river-and-the-streams-of-zion-national-park.htm,Toxic Cyanobacteria in the Virgin River and the streams of Zion National Park,ZION,Do not submerge your head in or filter drinking water from still or moving water.,Caution,[],2023-03-15 20:31:23.0,Zion,Zion National Park,National Park,UT,IMR,ZION,1.0,No,2024-04-19
C2ED81E8-F50F-42E2-94FE-83713735767E,https://www.nps.gov/gate/protecting-plovers.htm,Dogs Not allowed on ocean beaches in Jamaica Bay and Sandy Hook March 15- Sept. 15,GATE,"Dogs are not allowed on ocean beaches at Sandy Hook between March 15 through September 15. Dogs are not allowed on the ocean beaches at Jacob Riis Park, Fort Tilden, Breezy Point Tip and at the bayside of Breezy Point between March 15 through September 15",Information,[],2023-03-15 15:55:13.0,Gateway,Gateway National Recreation Area,National Recreation Area,"NY,NJ",NER,GATE,1.0,No,2024-04-19
21D2E976-BD10-46C1-A7CB-1CBF7EE7E6C8,https://www.nps.gov/jeff/planyourvisit/old-courthouse-renovation.htm,Old Courthouse Closed for Renovations,JEFF,"The Old Courthouse at Gateway Arch National Park is undergoing renovations as part of the $380-million CityArchRiver project, which is the largest public-private partnership in the history of the National Park Service. It is closed to all visitors.",Park Closure,[],2023-03-14 13:01:16.0,Jefferson,Gateway Arch National Park,National Expansion Memorial,MO,MWR,JEFF,1.0,No,2024-04-19
85411F91-3782-4041-8936-1E9C81C01C32,,Vehicle Break-Ins,SAGU,"Saguaro National Park is an urban park. Vehicle break-ins have occurred at trailheads around the park. Don't make yourself a target. Leave valuables at home, secure your vehicle, and report any suspicious activity.",Caution,[],2023-03-09 13:22:42.0,Saguaro,Saguaro National Park,National Park,AZ,IMR,SAGU,1.0,Yes,2024-04-19
F74FF9D9-C95A-41F5-96E7-8D8B21006B04,,Temporary Blackland Prairie Trail Closure to Equestrians,NATT,"Heavy rain has undermined a culvert making it unsafe for passage. Due to horse trailer parking availability, the entire section is closed to equestrians. Hikers are still able to travel from the railroad tracks to the Parkway Visitor Center.",Park Closure,[],2023-03-08 14:47:37.0,Natchez Trace,Natchez Trace National Scenic Trail,National Scenic Trail,"AL, MS, TN",SER,NATT,1.0,Yes,2024-04-19
7E3D0421-046D-4530-B903-5B38D031D34D,https://www.nps.gov/ovvi/learn/news/southern-campaign-of-the-american-revolution-parks-are-adding-access-for-visitor-services.htm, Phased Reopening and Outdoor Programming,OVVI,"We are increasing access to the parks in phases. Beginning 1/15/2023, visitor centers at Cowpens and Kings Mountain will open 9 – 5 on Wed – Sun. Grounds & restrooms open daily 9 – 5.",Information,[],2023-03-02 15:49:21.0,,,,,,,,No,2024-04-19
7F2A2867-1EB1-4205-B1CA-CC47E602DF28,,Avoid area around the church & under trees in high wind conditions,SAPA,"In high wind conditions (sustained winds of 25 mph and above) visitors are advised to avoid the area around the church, with the possibility of falling clay tiles from the roof, and the cemetery, possibility of falling tree branches or limbs. Thank you.",Caution,[],2023-03-01 09:06:43.0,Saint Paul's Church,Saint Paul's Church National Historic Site,National Historic Site,NY,NER,SAPA,1.0,No,2024-04-19
1E61F2B0-1605-4B4D-BB59-E8DA4225A027,,Giftshop closed the last Tuesday of every month,TUAI,The giftshop will be closed the last Tuesday of every month for inventory.,Information,[],2023-02-28 11:08:55.0,Tuskegee Airmen,Tuskegee Airmen National Historic Site,National Historic Site,AL,SER,TUAI,1.0,No,2024-04-19
E1616CE9-9B3E-43E7-BC07-18E2DE4091D0,,Wupatki VC Phone Outages,WUPA,The main phone line for the visitor center experiences occasional outages. Please call 928-856-1705 if you have trouble getting through on the main number.,Information,[],2023-02-25 15:48:38.0,Wupatki,Wupatki National Monument,National Monument,AZ,IMR,WUPA,1.0,No,2024-04-19
4977821D-AB21-4360-BB10-75D45A339D49,https://www.nps.gov/care/planyourvisit/special-use-permits.htm,Special Use Permits,CARE,"Special Use Permits are typically needed for activities that benefit a specific group. Examples include: Groups of 40 or more, trips organized by scouting groups, churches, or academic institutions, photography, weddings, and first amendment activities",Information,[],2023-02-23 17:40:28.0,Capitol Reef,Capitol Reef National Park,National Park,UT,IMR,CARE,1.0,No,2024-04-19
422046BA-4A53-4771-8241-2DDB465B3ACD,,Weather Advisory and Storm Warnings,CACH,The park may have delayed openings or closures in the event of severe weather. Travel may not be recommended during these times. Please check local weather forecasts. We appreciate your understanding.,Caution,[],2023-02-23 15:02:25.0,Canyon De Chelly,Canyon de Chelly National Monument,National Monument,AZ,IMR,CACH,1.0,No,2024-04-19
5D8D60A9-C098-496F-AE38-8C9EE0B1A8E3,,Weather Advisory and Storm Warnings,NAVA,The park may have delayed openings or closures in the event of severe weather. Travel may not be recommended during these times. Please check local weather forecasts. We appreciate your understanding.,Caution,[],2023-02-23 14:57:36.0,Navajo,Navajo National Monument,National Monument,AZ,IMR,NAVA,1.0,No,2024-04-19
6B79B8F1-03AB-433F-AECC-D3A44BE86457,,Weather Advisory and Storm Warnings,HUTR,The park may have delayed openings or closures in the event of severe weather. Travel may not be recommended during these times. Please check local forecasts. We appreciate your understanding.,Caution,[],2023-02-23 14:42:01.0,Hubbell Trading Post,Hubbell Trading Post National Historic Site,National Historic Site,AZ,IMR,HUTR,1.0,No,2024-04-19
2B5F9188-28AA-4FD6-B13C-F172D2C3B145,https://www.nps.gov/zion/planyourvisit/angels-landing-hiking-permits.htm,Angels Landing Pilot Permit Program,ZION,Everyone who hikes Angels Landing needs to have a permit. Learn why you need a permit and how to get one. This requirement does not affect entering the park or riding the park shuttle (when it is running).,Information,[],2023-02-18 12:39:08.0,Zion,Zion National Park,National Park,UT,IMR,ZION,1.0,No,2024-04-19
E25DDCA1-91BE-422E-83B4-063ADED63F10,https://www.nps.gov/hono/faqs.htm,Park Closed to the Public,HONO,"The park is currently closed to the public. If you would like learn more about Honouliuli when visiting O‘ahu, you can visit our partner at the Japanese Cultural Center of Hawai‘i in Honolulu.",Park Closure,[],2023-02-16 11:01:46.0,Honouliuli,Honouliuli National Monument,National Monument,HI,PWR,HONO,1.0,No,2024-04-19
8B82698E-3A4B-434C-956D-150116E732EF,,Wind Cave moves to cashless fee collection,WICA,"Payments for cave tours, campground fees, as well as Interagency Passes at Wind Cave National Park, will be by credit/ debit cards or digital payments only. Cash and check payments will no longer be accepted.",Information,[],2023-02-10 17:18:28.0,Wind Cave,Wind Cave National Park,National Park,SD,MWR,WICA,1.0,No,2024-04-19
D9568678-93F1-4536-AB41-40EEA2C555F1,https://www.nps.gov/ever/planyourvisit/fees.htm,"For entrance fees, we accept digital passes and credit/debit cards",EVER,Digital passes or credit/debit cards are the ONLY method of payment at all fee collection areas. Pre-paid digital passes are available online and may be purchased in advance.,Information,[],2023-02-08 11:51:02.0,Everglades,Everglades National Park,National Park,FL,SER,EVER,1.0,No,2024-04-19
011A7F88-A3F6-48D5-B4C4-711CF086ED39,https://www.nps.gov/coro/planyourvisit/safety.htm,Be Aware of Illegal Traffic,CORO,Smuggling and/or illegal entry is common in this area due to the proximity of the international border. Please be aware of your surroundings at all times and do not travel alone in remote areas.,Caution,[],2023-02-08 11:01:39.0,Coronado,Coronado National Memorial,National Memorial,AZ,IMR,CORO,1.0,No,2024-04-19
01E8D872-D1CA-4976-8ADD-2F3256E18900,,Building Closures - Historic Preservation,HOFU,"There are a few projects underway. From time to time this may require that we close certain areas or structures for the protection of our staff, visitors, and park resources. We appreciate your understanding while we perform this critical work.",Information,[],2023-01-20 12:32:00.0,Hopewell Furnace,Hopewell Furnace National Historic Site,National Historic Site,PA,NER,HOFU,1.0,No,2024-04-19
EB51BF6C-B885-4976-8E3A-88851A094474,,Pacific Arch closed through February 23,WWII,"The Pacific Arch will be closed for maintenance through Feb 23. During this time, pedestrian access to the memorial is through the Atlantic Arch or ceremonial entrance on 17th Street. The accessible entrance is via the Atlantic Arch.",Information,[],2023-01-17 11:03:34.0,World War II Memorial,World War II Memorial,Memorial,DC,NCR,WWII,1.0,No,2024-04-19
2608847B-13AF-44CE-B275-9144B94ACD3A,,1/15/2023 - Increasing Access to Visitor Center and Museum,COWP,"Beginning Sunday, Jan. 15, 2023, the visitor center at Cowpens NB will be open daily Wednesday to Sunday from 9:00 am to 5:00 pm. Restrooms and park grounds are open 7 days per week, except on federal holidays specified in the superintendent’s compendium.",Information,[],2023-01-15 08:47:42.0,Cowpens,Cowpens National Battlefield,National Battlefield,SC,SER,COWP,1.0,No,2024-04-19
9F990027-3A96-42B4-9707-F03F36D6AD66,https://twitter.com/MCNPRoadsFerry,Green River Ferry Status,MACA,The Green River Ferry Status can change without advanced warning. For the most up-to-date ferry status information please call the Green River Ferry Hotline at (270) 758-2166 or follow the Mammoth Cave Roads and Ferry Twitter feed. 2 vehicle limit.,Information,[],2023-01-09 15:08:05.0,Mammoth Cave,Mammoth Cave National Park,National Park,KY,SER,MACA,1.0,Yes,2024-04-19
8B0DE690-A1B9-4761-8DBC-2811F717586F,,The North Shoreline is Closed,FOPU,The shoreline is closed permanently for resource protection and visitor safety.,Information,[],2023-01-07 11:58:29.0,Fort Pulaski,Fort Pulaski National Monument,National Monument,GA,SER,FOPU,1.0,No,2024-04-19
7729B63A-1620-491A-B705-8269C375044D,,Walnut Canyon National Monument Hours and Trail Information,WACA,"Walnut Canyon is open daily from 9:00-5:00. The Island Trail is open from 9:00-4:00 and the Rim Trail is open from 9:00-4:30. Hikers must begin the trails before their closure times. There is no access to park trails, viewpoints or facilities after hours.",Information,[],2023-01-04 13:02:01.0,Walnut Canyon,Walnut Canyon National Monument,National Monument,AZ,IMR,WACA,1.0,No,2024-04-19
5AA9D962-5565-4777-84C1-7CB400606F46,,South Cut trail Partially Closed,CUIS,South Cut Trail is closed between the main road and Killman Field trail due to washout along the trail. Detour for that section is along Killman Field trail. South Cut trail from Killman Field trail to the beach is open.,Danger,[],2022-12-22 12:15:18.0,Cumberland Island,Cumberland Island National Seashore,National Seashore,GA,SER,CUIS,1.0,Yes,2024-04-19
3B5FCE65-66E3-4020-AB3C-F0062E6A73F7,,Migrant Notice,DRTO,"Like elsewhere in the Florida Keys, we have recently seen an increase in Cuban migrants arriving by boat from Cuba and landing on the islands of Dry Tortugas National Park. You may observe migrant landings at the park and visitor areas may be impacted.",Information,[],2022-12-21 13:55:40.0,Dry Tortugas,Dry Tortugas National Park,National Park,FL,SER,DRTO,1.0,No,2024-04-19
B11FDFA9-0555-4A58-B912-C21CA9D87687,,Masks are currently NOT REQUIRED when visiting Montezuma Castle National Monument,MOCA,Requirements are dependent upon Community Level and based on data provided by the Centers for Disease Control & Prevention (CDC) for counties where the park is located. Yavapai County is currently LOW and Masks are NOT REQUIRED inside Federal Buildings.,Information,[],2022-12-16 12:21:20.0,Montezuma Castle,Montezuma Castle National Monument,National Monument,AZ,IMR,MOCA,1.0,No,2024-04-19
EF19859D-C574-4970-8011-A669E772BB7D,,Masks are currently NOT REQUIRED when visiting Tuzigoot National Monument,TUZI,Requirements are dependent upon Community Level and based on data provided by the Centers for Disease Control & Prevention (CDC) for counties where the park is located. Yavapai County is currently LOW and Masks are NOT REQUIRED inside Federal Buildings.,Information,[],2022-12-16 12:15:43.0,Tuzigoot,Tuzigoot National Monument,National Monument,AZ,IMR,TUZI,1.0,No,2024-04-19
AB0A8E75-66AF-4A3A-93E8-F4A12A514826,,Big Bend is a NO DRONE Zone,BIBE,The use of drones is prohibited in Big Bend National Park. Thank you for preserving the peace and tranquility of Big Bend.,Information,[],2022-12-13 10:11:51.0,Big Bend,Big Bend National Park,National Park,TX,IMR,BIBE,1.0,No,2024-04-19
ED67DC47-409B-49F0-A965-6B9A50F2CFD8,,Casa Grande Ruins National Monument is Fee Free,CAGR,"Casa Grande Ruins National Monument no longer charges a fee to enter the monument. The annual and senior passes are no longer available for purchase, however we are still able to issue the free passes.",Information,[],2022-12-11 16:54:29.0,Casa Grande Ruins,Casa Grande Ruins National Monument,National Monument,AZ,IMR,CAGR,1.0,No,2024-04-19
2C95A7C1-52BF-4302-991A-E8BF097626ED,,William Floyd Estate,FIIS,The Old Mastic House is closed for renovations until further notice.,Information,[],2022-12-05 15:25:39.0,Fire Island,Fire Island National Seashore,National Seashore,NY,NER,FIIS,1.0,No,2024-04-19
03CF08B3-FBCA-488E-877A-6F6971E31B3B,https://www.nps.gov/safr/learn/historyculture/aquatic-park-pier.htm,Municipal Pier at Aquatic Park is closed due to safety concerns.,SAFR,"Municipal Pier is closed permanently. After a safety review with the U.S. Public Health Service, it was determined that the deterioration of Municipal Pier in Aquatic Park Cove is unsafe for public use.",Park Closure,[],2022-12-02 17:00:45.0,San Francisco Maritime,San Francisco Maritime National Historical Park,National Historical Park,CA,PWR,SAFR,1.0,No,2024-04-19
C935FA05-6744-4727-9B9F-7DD95C147074,https://www.nps.gov/thingstodo/gumo_hike_devils_hall_trail.htm,Devil's Hall is a Strenuous Hike,GUMO,The hike to Devil's Hall is rated as strenuous. The portion of the route in the wash requires rock scrambling and is dangerous when wet or if water is present. The wash surface is loose gravel and rocks and may be unstable.,Caution,[],2022-12-02 13:09:34.0,Guadalupe Mountains,Guadalupe Mountains National Park,National Park,TX,IMR,GUMO,1.0,Yes,2024-04-19
427FAFF9-E344-4241-8A66-A07C6559A689,https://www.nps.gov/jela/planyourvisit/conditions.htm,Park Unit Closures and Reopenings,JELA,"The Prairie Acadian Cultural Center in Eunice is closed. However, this site does have some outdoor programs. See the Calendar for event information. Some trails at the Barataria Preserve remain closed. Click ""more"" below for further information.",Park Closure,[],2022-11-28 14:11:04.0,Jean Lafitte,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,LA,SER,JELA,1.0,No,2024-04-19
15236E37-1E48-4241-9CCE-EEB450871E3D,https://lp.constantcontactpages.com/su/esHgf3p/GWMPRehabUpdates,Reduced Speed Limit on North Parkway,GWMP,The speed limit on the northern section of the parkway has been reduced to 40 MPH in the work zone during the rehabilitation project. Click the link to sign up for updates on the project.,Caution,[],2022-11-23 09:28:24.0,George Washington,George Washington Memorial Parkway,Memorial Parkway,DC,NCR,GWMP,1.0,No,2024-04-19
B2093A11-F882-4171-A433-6B573373CD4C,https://www.nps.gov/crmo/planyourvisit/white-nose-syndrome-and-cave-permitting.htm,All Lava Tube Caves Closed for the Season,CRMO,All lava tube caves are closed for the season and no cave permits will be issued at this time.,Park Closure,[],2022-11-07 11:13:12.0,Craters Of The Moon,Craters of the Moon National Monument and Preserve,National Monument & Preserve,ID,PWR,CRMO,2.0,No,2024-04-19
AFFFB8DB-0D9C-4B30-8E39-4E03369112CE,,Center grass panel fenced off for over-seeding at Lincoln Park,CAHI,The National Park Service is improving grassy areas at Lincoln Park by aerating the soil and over-seeding the center grass panel. Fencing has been erected until the seeding has taken in the center panel.,Information,[],2022-10-31 14:45:57.0,,,,,,,,No,2024-04-19
7AE4E8F4-DAB7-4D52-98B2-1763E2A2CD17,,Faraway Ranch House Closure,CHIR,The Faraway Ranch Historic House is currently closed for restoration. No tours are being offered at this time.,Information,[],2022-10-30 17:27:16.0,Chiricahua,Chiricahua National Monument,National Monument,AZ,IMR,CHIR,1.0,No,2024-04-19
2195F97C-8253-44C3-9F90-894E9449E39B,,Pet Policy,AZRU,"Pets are not allowed inside the visitor center at Aztec Ruins, nor are they allowed on the archaeological trail through Aztec West. Pets are welcome in the parking lot, the picnic area, and along the Old Spanish Trail. Service animals are the exception.",Information,[],2022-10-27 17:38:35.0,Aztec Ruins,Aztec Ruins National Monument,National Monument,NM,IMR,AZRU,1.0,No,2024-04-19
77E4C74E-83BC-4397-9609-021BD83B9E6D,https://www.nps.gov/blsc/faqs.htm,Park in Progress,BLSC,"Blackwell School NHS is working toward establishment and is not yet an official park. Visitor services are very limited. For more information on how to visit, please visit our FAQ page.",Information,[],2022-10-18 17:17:32.0,,,,,,,,No,2024-04-19
5C091DC9-4062-4823-813B-8D38FD863B48,,Heavy Construction Vehicle Operations & Limited Amphitheater Accessibility,PAGR,Heavy construction vehicles are operating through the parking lot & Lower Overlook Park - use caution & be vigilant for hazards. Lower Overlook & Amphitheater access is via stairs only for construction duration.,Danger,[],2022-10-12 13:59:37.0,Paterson Great Falls,Paterson Great Falls National Historical Park,National Historical Park,NJ,NER,PAGR,1.0,Yes,2024-04-19
AD2C015F-4798-4474-87F2-331E97057534,,Birthplace Unit Open Daily!,ABLI,The Birthplace Visitors Center is open daily 9:00am to 5pm (ET) and the Memorial Building is open daily from 9:00am to 4:30pm (ET) Please be sure to ask about the Jr. Ranger Program for kids!,Information,[],2022-10-11 11:11:05.0,Abraham Lincoln Birthplace,Abraham Lincoln Birthplace National Historical Park,National Historical Park,KY,SER,ABLI,1.0,No,2024-04-19
F1EB71B6-2F75-4C4B-B2F8-CDB31BDE8DF2,,Oakland Main House Self-Guided Tours,CARI,The interior of the Oakland Main House is ONLY open to the public on weekends from 10 a.m. to 2 p.m. All tours of the house are self-guided and occupancy within the building is limited. Please plan accordingly.,Information,[],2022-10-08 14:52:46.0,Cane River Creole,Cane River Creole National Historical Park,National Historical Park,LA,SER,CARI,1.0,No,2024-04-19
B7AFC7F8-D145-41CF-A256-22F2DF23D188,https://www.nps.gov/zion/planyourvisit/campgrounds-in-zion.htm,Camp only in campgrounds,ZION,"If you camp in a vehicle in an area that is not a designated campground, you may get a citation. Learn more about opportunities to camp in Zion.",Information,[],2022-10-05 12:46:27.0,Zion,Zion National Park,National Park,UT,IMR,ZION,1.0,Yes,2024-04-19
A08632AD-C46C-47F1-A05A-A504CA6DCA39,,Ongoing work on Lower Town buildings,HAFE,Facilities staff are doing repair work on several buildings in Lower Town. Please follow signs for alternate entrances and heed temporary closures.,Caution,[],2022-09-30 08:47:43.0,Harpers Ferry,Harpers Ferry National Historical Park,National Historical Park,WV,NCR,HAFE,1.0,No,2024-04-19
499097F4-7DC3-45DB-B621-678BB0BEDD83,,Landing at Hwy 137,NIOB,The highway 137 bridge landing sustained flood damage in 2019 and the landing restoration by NDOT has been completed. The area is smaller than in the past and the access to the water is steeper. Use caution when accessing the landing,Information,[],2022-09-20 13:15:16.0,Niobrara,Niobrara National Scenic River,National Scenic River,NE,MWR,NIOB,1.0,Yes,2024-04-19
1BCCCF92-74A6-4596-A8B9-F850FE9BB24D,https://www.nps.gov/dena/planyourvisit/conditions.htm,Park Operations Altered Due to Pretty Rocks Landslide,DENA,Summer access to facilities and services in Denali remains altered due to the Pretty Rocks Landslide and the associated closure of the Park Road at Mile 43. Check here for more information on what to expect.,Park Closure,[],2022-09-19 14:11:22.0,Denali,Denali National Park and Preserve,National Park & Preserve,AK,AKR,DENA,2.0,Yes,2024-04-19
DA28AF69-22BC-4A09-8078-79B232952B9D,https://www.cdc.gov/coronavirus/2019-ncov/your-health/covid-by-county.html,Face Masks Optional,CHAT,"The NPS face mask guidance is based on the CDC’s COVID-19 Community Levels tool. Face masks are currently optional at Chattahoochee River National Recreation Area, however you are welcome to wear a mask if it makes you more comfortable.",Information,[],2022-09-19 13:13:32.0,Chattahoochee River,Chattahoochee River National Recreation Area,National Recreation Area,GA,SER,CHAT,1.0,No,2024-04-19
D2F6C023-165E-4CFE-A8B2-C3566BC90037,,Boater Awareness,BISC,Please use caution in park waters due to navigational markers that may be missing or moved due to unforeseen circumstances.,Caution,[],2022-09-07 17:29:16.0,Biscayne,Biscayne National Park,National Park,FL,SER,BISC,1.0,No,2024-04-19
95EF050C-A40C-436B-AC52-AFF0ECC57E10,https://www.nps.gov/articles/plan-like-a-park-ranger-top-10-tips-for-visiting-canyonlands.htm,Expect long lines to enter the park,CANY,"Between March and November, particularly on busy holiday weekends, you may experience long lines at the entrance road. Parking lots at popular trailheads and viewpoints will fill early. Pack your patience and arrive early to avoid crowds.",Information,[],2022-08-29 14:22:46.0,Canyonlands,Canyonlands National Park,National Park,UT,IMR,CANY,1.0,Yes,2024-04-19
68BC3FB8-27BE-4712-B9A6-610786161158,,Louisiana Circle Closed,VICK,Louisiana Circle is closed to vehicles and pedestrians due to slope instability. Navy Circle is open and also provides views of the Mississippi River.,Park Closure,[],2022-08-19 11:14:15.0,Vicksburg,Vicksburg National Military Park,National Military Park,MS,SER,VICK,1.0,Yes,2024-04-19
