extraction_date,is_start_date_verified,is_end_date_verified,is_start_position_verified,is_end_position_verified,types_of_incident,start_date,end_date,location_method,vehicle_impact,beginning_accuracy,ending_accuracy,start_date_accuracy,end_date_accuracy,Id,_id,core_details.name,core_details.data_source_id,core_details.event_type,core_details.road_names,core_details.direction,core_details.description,types_of_work,data_source_id,organization_name,update_date,contact_name,contact_email,update_frequency
2026-04-08,False,False,False,False,,2024-11-01T07:00:00Z,2026-05-28T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,c549599a-165c-45d7-467d-5aa0e4264c35,55,Road Closures Related to Road Damage From and/or Repairs Of Past Storm Events,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Middle Fork Road', 'Redwood Canyon Road', 'South Fork Road', 'Crystal Cave']",eastbound,"Re-opening dates unknown for these roads. Roads closed due to road damage and/or repair work: Crystal Cave Road, Middle Fork Road, Redwood Canyon Road, all of South Fork Road inside Sequoia National Park",,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2024-11-01T07:00:00Z,2026-05-28T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,d0d0faa3-f30a-4990-7513-6ca6cef333d8,56,Road Closures Related to Road Damage From and/or Repairs Of Past Storm Events,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Middle Fork Road', 'Redwood Canyon Road', 'South Fork Road', 'Crystal Cave']",eastbound,"Re-opening dates unknown for these roads. Roads closed due to road damage and/or repair work: Crystal Cave Road, Middle Fork Road, Redwood Canyon Road, all of South Fork Road inside Sequoia National Park",,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2024-11-01T07:00:00Z,2026-05-28T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,d5284063-123c-9170-4b0e-3d71ae5801bf,57,Road Closures Related to Road Damage From and/or Repairs Of Past Storm Events,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Middle Fork Road', 'Redwood Canyon Road', 'South Fork Road', 'Crystal Cave']",northbound,"Re-opening dates unknown for these roads. Roads closed due to road damage and/or repair work: Crystal Cave Road, Middle Fork Road, Redwood Canyon Road, all of South Fork Road inside Sequoia National Park",,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2024-11-01T07:00:00Z,2026-05-28T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,d9937b8e-02c1-3d7c-321b-333ac8e89a24,58,Road Closures Related to Road Damage From and/or Repairs Of Past Storm Events,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Middle Fork Road', 'Redwood Canyon Road', 'South Fork Road', 'Crystal Cave']",eastbound,"Re-opening dates unknown for these roads. Roads closed due to road damage and/or repair work: Crystal Cave Road, Middle Fork Road, Redwood Canyon Road, all of South Fork Road inside Sequoia National Park",,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,0e667b63-d1dd-7c78-50dd-748afbe87330,59,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",westbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,10297d52-2c92-dac9-a76e-733b302b94fa,60,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",westbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,1d4c2fff-6b90-a2ec-c616-676fbc328554,61,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",northbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,296a4313-3ba5-4884-c217-89f0457be8f1,62,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",southbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,31d9f964-c473-a794-6651-6b3abd290f95,63,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",eastbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,3f043714-079f-7f79-2fce-fe5e144263a2,64,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",eastbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,40e9b580-49eb-abcf-3f4e-709c7255db38,65,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",eastbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,5eeedee3-4d5e-536c-cab9-617474e1eb08,66,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",eastbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,62e2f0a2-647e-7c26-e81a-74d886d3fec6,67,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",westbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,86f8df16-48de-3e90-0952-890d97c2154e,68,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",westbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,884a2a46-432f-7a8b-a8de-06ceb9ce3854,69,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",eastbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,bac357a1-98a3-5513-f25d-c1c57fd81810,70,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",westbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,d6ba52e3-917c-def1-cab7-6e226a764916,71,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",eastbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,d8705853-2e3d-99f1-f8ca-e7c232d37901,72,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",westbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,d8a94122-1c0e-456d-ced2-3baff6ce2eed,73,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",eastbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,e44b9add-bbf8-d7f8-3517-37c4e4304e3a,74,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",westbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,e8c2d31b-88c5-acbe-e19f-906cbe2f4a4c,75,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",westbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'winter', 'incident_type': 'snowfall', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}, {'incident_category': 'winter', 'incident_type': 'ice', 'description': 'These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.'}]",2025-11-14T08:00:00Z,2026-05-01T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,f399973e-3043-c997-e288-91d1b7b969b9,76,Winter Seasonal Closures,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,incident,"['Mineral King Road', 'Highway 180 between Grant Grove and Cedar Grove', 'Panoramic Point Road', 'Crescent Meadow Road', 'Moro Rock Road']",eastbound,These roads are closed for a portion of each year due to snow and/or ice conditions. They are not maintained during the closure. Check locally to see which roads may be open for cross-country skiing or snowshoeing.,,44ada19c-0e53-4e96-2dd7-08d4c7ad36e2,Sequoia & Kings Canyon National Parks,2023-07-11T05:13:31.289306Z,Sequoia & Kings Canyon National Parks,SEKI_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2026-04-16T07:00:00Z,2026-10-07T06:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,683c9745-a641-0f25-919e-0b62690e1eb5,77,Hawk Creek Road Construction 2026,497ee9e3-e1c2-4307-2d19-08d4c7ad36e2,work-zone,['Hawk Creek Road'],westbound,"The Hawk Creek Campground and boat launch area will close to all public access starting April 16 through Oct. 6, with possible extension through Oct. 30 if needed.","[{'type_name': 'barrier-work'}, {'type_name': 'surface-work'}, {'type_name': 'painting'}]",497ee9e3-e1c2-4307-2d19-08d4c7ad36e2,Lake Roosevelt,2026-04-02T21:33:38.045474Z,Lake Roosevelt,laro_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2025-12-01T08:00:00Z,2027-01-02T07:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,91bc9981-34ea-fc28-cc43-c7ecc3715405,78,SR165 Carbon River/Fairfax Bridge Closed,5678c152-a38a-4079-2d46-08d4c7ad36e2,work-zone,"['Carbon River Entrance', 'Mowich Lake Road']",westbound,"WSDOT has closed SR165 Carbon River Fairfax Bridge to all vehicles, pedestrian, & bicycle traffic until further notice. No access to Carbon River or Mowich Lake by road.","[{'type_name': 'roadway-relocation'}, {'type_name': 'below-road-work'}]",5678c152-a38a-4079-2d46-08d4c7ad36e2,Mount Rainier,2024-10-16T15:05:57.881512Z,Mount Rainier,MORA_Superintendent@nps.gov,
2026-04-08,False,False,False,False,,2025-12-01T08:00:00Z,2027-01-02T07:59:59Z,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,bcfe8e38-d03a-b923-8cdb-099b8c0edbdd,79,SR165 Carbon River/Fairfax Bridge Closed,5678c152-a38a-4079-2d46-08d4c7ad36e2,work-zone,"['Carbon River Entrance', 'Mowich Lake Road']",eastbound,"WSDOT has closed SR165 Carbon River Fairfax Bridge to all vehicles, pedestrian, & bicycle traffic until further notice. No access to Carbon River or Mowich Lake by road.","[{'type_name': 'roadway-relocation'}, {'type_name': 'below-road-work'}]",5678c152-a38a-4079-2d46-08d4c7ad36e2,Mount Rainier,2024-10-16T15:05:57.881512Z,Mount Rainier,MORA_Superintendent@nps.gov,
2026-04-08,False,False,False,False,"[{'incident_category': 'special-event', 'incident_type': 'major', 'description': 'Road conditions have deteriorated to hazardous conditions. Road closed until further notice.'}]",2024-02-23T17:44:00Z,,unknown,all-lanes-closed,estimated,estimated,estimated,estimated,6e5e5803-7757-3992-a5d1-e3f9d6fd9430,80,South Woolum Road Closure,5ed0ce93-fb16-4f86-2c14-08d4c7ad36e2,incident,['South Woolum Road'],eastbound,Road conditions have deteriorated to hazardous conditions. Road closed until further notice.,,5ed0ce93-fb16-4f86-2c14-08d4c7ad36e2,Buffalo National River,2024-02-12T16:18:05.933206Z,Buffalo National River,BUFF_Superintendent@nps.gov,
