Data Periods,Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,1: Monday (M-M),5: Late PM (7pm-12am),65,4316,4357,16.5,18.7,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,2: Tuesday (Tu-Tu),0: All Day (12am-12am),1090,4329,4785,18.2,19.6,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),11,2448,4527,12.2,14.5,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),38,4450,6052,45.6,33.5,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),528,4432,4935,18,19.9,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),403,4398,4709,16.8,17.5,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),109,3375,3917,21.4,22.2,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,3: Wednesday (W-W),0: All Day (12am-12am),1313,3796,4312,16.5,17.8,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,3: Wednesday (W-W),2: Peak AM (6am-10am),76,3050,4094,16.5,17.5,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,3: Wednesday (W-W),3: Mid-Day (10am-3pm),621,3836,4372,15.5,17.1,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,3: Wednesday (W-W),4: Peak PM (3pm-7pm),550,3814,4273,17.7,18.5,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,3: Wednesday (W-W),5: Late PM (7pm-12am),65,3942,4330,15,19.2,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,4: Thursday (Th-Th),0: All Day (12am-12am),1062,4117,4469,16.5,17.7,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,4: Thursday (Th-Th),2: Peak AM (6am-10am),44,2438,2860,12.8,13.1,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),599,4235,4625,17,18.1,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),387,4311,4594,16.7,18.1,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,4: Thursday (Th-Th),5: Late PM (7pm-12am),33,2269,2269,10.7,10.7,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,5: Friday (F-F),0: All Day (12am-12am),1133,3613,4168,16.9,18.3,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,5: Friday (F-F),1: Early AM (12am-6am),11,2001,2001,9.3,9.3,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,5: Friday (F-F),2: Peak AM (6am-10am),44,3470,4757,13.7,19.8,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,5: Friday (F-F),3: Mid-Day (10am-3pm),539,3498,4193,14.6,16.5,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,5: Friday (F-F),4: Peak PM (3pm-7pm),479,3682,4055,19.1,20,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,5: Friday (F-F),5: Late PM (7pm-12am),60,4480,4822,21.4,21.2,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,6: Saturday (Sa-Sa),0: All Day (12am-12am),1234,4115,4614,18.3,19.5,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,6: Saturday (Sa-Sa),1: Early AM (12am-6am),9,1062,1062,10.6,10.6,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),52,2620,4223,10.6,15.9,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),588,4319,4833,18.4,20,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),501,4395,4831,19.5,20.2,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),83,2360,2362,15.2,15.1,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,7: Sunday (Su-Su),0: All Day (12am-12am),1190,3977,4518,17.3,19.2,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,7: Sunday (Su-Su),1: Early AM (12am-6am),4,1514,1514,12.5,12.5,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,7: Sunday (Su-Su),2: Peak AM (6am-10am),61,5581,6261,31.5,29.2,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),623,3959,4615,16.2,18.1,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),392,3715,4056,16.3,18.3,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Park Loop Road (Near Jordan Pond House),yes,331,no,7: Sunday (Su-Su),5: Late PM (7pm-12am),109,4503,4767,21.5,23.1,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,0: All Days (M-Su),0: All Day (12am-12am),615,3866,4282,23.3,24.8,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,0: All Days (M-Su),2: Peak AM (6am-10am),56,3576,3849,25.2,26.7,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),338,3973,4394,22.6,24.1,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),178,3819,4353,23.2,25.9,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,0: All Days (M-Su),5: Late PM (7pm-12am),42,3552,3663,28.1,23.3,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,1: Monday (M-M),0: All Day (12am-12am),611,4198,4378,25.3,26.1,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,1: Monday (M-M),2: Peak AM (6am-10am),98,2647,3171,17.4,20,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,1: Monday (M-M),3: Mid-Day (10am-3pm),309,4218,4464,20.7,23.1,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,1: Monday (M-M),4: Peak PM (3pm-7pm),136,4368,4445,25.2,26.3,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,1: Monday (M-M),5: Late PM (7pm-12am),68,5691,5598,56.5,47.9,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,2: Tuesday (Tu-Tu),0: All Day (12am-12am),460,3720,4116,22.2,24,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),60,4878,5177,32.9,34.9,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),256,3377,3962,18.7,21.4,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),136,3966,4085,24,24.6,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),8,1409,1409,13.5,13.5,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,3: Wednesday (W-W),0: All Day (12am-12am),551,4454,4577,29.7,30,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,3: Wednesday (W-W),2: Peak AM (6am-10am),68,3267,3610,19.6,22.7,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,3: Wednesday (W-W),3: Mid-Day (10am-3pm),287,4763,4845,30.4,30.3,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,3: Wednesday (W-W),4: Peak PM (3pm-7pm),166,4693,4799,34.2,33.2,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,3: Wednesday (W-W),5: Late PM (7pm-12am),30,2948,2983,25.6,25.4,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,4: Thursday (Th-Th),0: All Day (12am-12am),641,3695,3858,21.3,21.7,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,4: Thursday (Th-Th),2: Peak AM (6am-10am),68,3863,3863,32.5,32.5,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),370,3450,3843,16.2,19.8,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),143,4345,4090,29.9,24.4,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,4: Thursday (Th-Th),5: Late PM (7pm-12am),60,3653,3396,19,15.4,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,5: Friday (F-F),0: All Day (12am-12am),604,3803,4692,22.6,26.6,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,5: Friday (F-F),2: Peak AM (6am-10am),23,1330,1526,6.3,7.9,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,5: Friday (F-F),3: Mid-Day (10am-3pm),347,4376,4750,27.1,27.2,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,5: Friday (F-F),4: Peak PM (3pm-7pm),211,3060,5039,16.3,29.2,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,5: Friday (F-F),5: Late PM (7pm-12am),23,1663,3738,6.7,10.3,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,6: Saturday (Sa-Sa),0: All Day (12am-12am),712,3769,4504,22.9,25.3,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),48,4166,4472,25.1,27.6,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),398,3609,4521,22.7,25.5,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),235,4008,4548,23.7,25.7,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),30,3217,3980,14.1,15.8,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,7: Sunday (Su-Su),0: All Day (12am-12am),682,3563,3908,20.6,21.5,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,7: Sunday (Su-Su),2: Peak AM (6am-10am),36,3590,4215,32,35.7,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),374,4077,4343,22.4,21.9,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),199,2962,3491,15.9,19.9,,
"Jun 01, 2019 - Jun 30, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Schoodic Loop Road,yes,110,no,7: Sunday (Su-Su),5: Late PM (7pm-12am),72,2486,2653,18.4,16.5,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,0: All Days (M-Su),0: All Day (12am-12am),12,5956,6070,14.7,14.5,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,0: All Days (M-Su),3: Mid-Day (10am-3pm),6,6667,6717,20.9,19.2,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,0: All Days (M-Su),4: Peak PM (3pm-7pm),6,4889,5424,5.3,9.9,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,1: Monday (M-M),0: All Day (12am-12am),19,4331,5599,4.7,9.5,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,1: Monday (M-M),3: Mid-Day (10am-3pm),19,4331,5599,4.7,9.5,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,2: Tuesday (Tu-Tu),0: All Day (12am-12am),19,1251,2816,5.1,10.1,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),19,1251,2816,5.1,10.1,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,3: Wednesday (W-W),0: All Day (12am-12am),10,0,7537,0,13.9,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,3: Wednesday (W-W),4: Peak PM (3pm-7pm),10,0,7537,0,13.9,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,4: Thursday (Th-Th),0: All Day (12am-12am),12,8526,8526,5.4,5.4,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),12,8526,8526,5.4,5.4,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,6: Saturday (Sa-Sa),0: All Day (12am-12am),24,7835,7835,29,29,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Great Meadow Drive / 11443185 / 1,yes,352,yes,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),24,7835,7835,29,29,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,0: All Days (M-Su),0: All Day (12am-12am),2392,4407,4818,16.4,17.8,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,0: All Days (M-Su),1: Early AM (12am-6am),13,2210,3144,12.7,19.7,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,0: All Days (M-Su),2: Peak AM (6am-10am),262,4025,4442,15.4,16.4,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1298,4486,4875,15.6,16.9,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),702,4511,4911,18.1,19.4,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,0: All Days (M-Su),5: Late PM (7pm-12am),118,3911,4653,19.4,21,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,1: Monday (M-M),0: All Day (12am-12am),2854,4491,4867,15.6,16.7,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,1: Monday (M-M),1: Early AM (12am-6am),21,1999,2877,9.9,14.7,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,1: Monday (M-M),2: Peak AM (6am-10am),299,4039,4372,13,14,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,1: Monday (M-M),3: Mid-Day (10am-3pm),1681,4570,5027,14.9,16.2,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,1: Monday (M-M),4: Peak PM (3pm-7pm),705,4649,4813,18.1,18.8,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,1: Monday (M-M),5: Late PM (7pm-12am),148,4000,4589,17.4,19.5,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,2: Tuesday (Tu-Tu),0: All Day (12am-12am),2477,4558,4993,16.8,18.3,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),8,1627,1627,11,11,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),271,4368,5062,15.7,17.2,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),1410,4483,4859,15.5,17,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),652,4789,5280,18.7,20.1,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),135,4907,5072,26.4,26.2,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,3: Wednesday (W-W),0: All Day (12am-12am),2587,4383,4746,16.8,18.2,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,3: Wednesday (W-W),1: Early AM (12am-6am),8,1219,1219,10,10,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,3: Wednesday (W-W),2: Peak AM (6am-10am),291,4046,4750,16.9,18.8,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,3: Wednesday (W-W),3: Mid-Day (10am-3pm),1312,4502,4820,16.4,17.6,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,3: Wednesday (W-W),4: Peak PM (3pm-7pm),869,4444,4729,17.6,18.9,,
"Jul 01, 2019 - Jul 31, 2019",All Vehicles LBS Plus - StL All Vehicles Volume,Trip Pass-Through,,Ocean Drive,yes,199,no,3: Wednesday (W-W),5: Late PM (7pm-12am),107,3387,4245,15.7,18,,
